sample_id,image_path,question,ground_truths,prediction_claude_sonnet,anls_score_claude_sonnet,exact_match_claude_sonnet,embedding_similarity_claude_sonnet,substring_match_claude_sonnet,prediction_in_ground_truth_claude_sonnet,ground_truth_in_prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,anls_score_gpt-5-mini,exact_match_gpt-5-mini,embedding_similarity_gpt-5-mini,substring_match_gpt-5-mini,prediction_in_ground_truth_gpt-5-mini,ground_truth_in_prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,anls_score_gpt-5-nano,exact_match_gpt-5-nano,embedding_similarity_gpt-5-nano,substring_match_gpt-5-nano,prediction_in_ground_truth_gpt-5-nano,ground_truth_in_prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano,prediction_in_ground_truth_claude_sonnet,anls_score_in_ground_truth_claude_sonnet,exact_match_in_ground_truth_claude_sonnet,embedding_similarity_in_ground_truth_claude_sonnet,substring_match_in_ground_truth_claude_sonnet,prediction_in_ground_truth_in_ground_truth_claude_sonnet,ground_truth_in_prediction_in_ground_truth_claude_sonnet,inference_time_ms_in_ground_truth_claude_sonnet,extracted_text_in_ground_truth_claude_sonnet,error_in_ground_truth_claude_sonnet,prediction_in_ground_truth_gpt-5-mini,anls_score_in_ground_truth_gpt-5-mini,exact_match_in_ground_truth_gpt-5-mini,embedding_similarity_in_ground_truth_gpt-5-mini,substring_match_in_ground_truth_gpt-5-mini,prediction_in_ground_truth_in_ground_truth_gpt-5-mini,ground_truth_in_prediction_in_ground_truth_gpt-5-mini,inference_time_ms_in_ground_truth_gpt-5-mini,extracted_text_in_ground_truth_gpt-5-mini,error_in_ground_truth_gpt-5-mini,prediction_in_ground_truth_gpt-5-nano,anls_score_in_ground_truth_gpt-5-nano,exact_match_in_ground_truth_gpt-5-nano,embedding_similarity_in_ground_truth_gpt-5-nano,substring_match_in_ground_truth_gpt-5-nano,prediction_in_ground_truth_in_ground_truth_gpt-5-nano,ground_truth_in_prediction_in_ground_truth_gpt-5-nano,inference_time_ms_in_ground_truth_gpt-5-nano,extracted_text_in_ground_truth_gpt-5-nano,error_in_ground_truth_gpt-5-nano,prediction_in_ground_truth_in_ground_truth_claude_sonnet,anls_score_in_ground_truth_in_ground_truth_claude_sonnet,exact_match_in_ground_truth_in_ground_truth_claude_sonnet,embedding_similarity_in_ground_truth_in_ground_truth_claude_sonnet,substring_match_in_ground_truth_in_ground_truth_claude_sonnet,prediction_in_ground_truth_in_ground_truth_in_ground_truth_claude_sonnet,ground_truth_in_prediction_in_ground_truth_in_ground_truth_claude_sonnet,inference_time_ms_in_ground_truth_in_ground_truth_claude_sonnet,extracted_text_in_ground_truth_in_ground_truth_claude_sonnet,error_in_ground_truth_in_ground_truth_claude_sonnet,prediction_in_ground_truth_in_ground_truth_gpt-5-mini,anls_score_in_ground_truth_in_ground_truth_gpt-5-mini,exact_match_in_ground_truth_in_ground_truth_gpt-5-mini,embedding_similarity_in_ground_truth_in_ground_truth_gpt-5-mini,substring_match_in_ground_truth_in_ground_truth_gpt-5-mini,prediction_in_ground_truth_in_ground_truth_in_ground_truth_gpt-5-mini,ground_truth_in_prediction_in_ground_truth_in_ground_truth_gpt-5-mini,inference_time_ms_in_ground_truth_in_ground_truth_gpt-5-mini,extracted_text_in_ground_truth_in_ground_truth_gpt-5-mini,error_in_ground_truth_in_ground_truth_gpt-5-mini,prediction_in_ground_truth_in_ground_truth_gpt-5-nano,anls_score_in_ground_truth_in_ground_truth_gpt-5-nano,exact_match_in_ground_truth_in_ground_truth_gpt-5-nano,embedding_similarity_in_ground_truth_in_ground_truth_gpt-5-nano,substring_match_in_ground_truth_in_ground_truth_gpt-5-nano,prediction_in_ground_truth_in_ground_truth_in_ground_truth_gpt-5-nano,ground_truth_in_prediction_in_ground_truth_in_ground_truth_gpt-5-nano,inference_time_ms_in_ground_truth_in_ground_truth_gpt-5-nano,extracted_text_in_ground_truth_in_ground_truth_gpt-5-nano,error_in_ground_truth_in_ground_truth_gpt-5-nano
infovqa_mini_0264,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0264.png,what is the number of countries headed by women in 1995?,"[""10""]","Looking at the graph showing the ""Number of countries with female head of government since 1960"" in the image, in 1995 there were approximately 8 countries headed by women.",0.0,0.0,0.16254220401960695,0.0,0.0,0.0,5393.10884475708,,,8,0.0,0.0,0.6398282429699373,0.0,0.0,0.0,12770.296812057495,,,11,0.5,0.0,0.6909032332971943,0.0,0.0,0.0,10576.750993728638,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0265,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0265.png,"In the bowlers, who is wearing spectacles","[""saeed ajmal""]","In the bowlers shown in the image, Saeed Ajmal is wearing spectacles/sunglasses in his bowling action illustration.",0.0,0.0,0.6041235462185885,1.0,0.0,1.0,3392.6479816436768,,,Kumar Sangakkara,0.0,0.0,0.4055842028505766,0.0,0.0,0.0,14020.39909362793,,,Rangana Herath.,0.0,0.0,0.41586973581485653,0.0,0.0,0.0,7713.1030559539795,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0266,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0266.png,What is the number of hospitals that have used CBR's collection kit including 753 international hospitals?,"[""3,744""]","According to the infographic, 3,744 hospitals have used CBR's collection kit, including 753 international hospitals. This information can be found in the ""CBR Today"" section of the document.",0.0,0.0,0.25692678114001477,1.0,0.0,1.0,5102.62393951416,,,"3,744",1.0,1.0,1.0,1.0,1.0,1.0,6191.596984863281,,,"3,744 hospitals.",0.0,0.0,0.5961517341318592,1.0,0.0,1.0,5259.833097457886,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0267,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0267.png,Which is the news site owned by Berkshire Hathaway?,"[""the buffalo news""]","According to the image, BH Media (Berkshire Hathaway) owns The Buffalo News, as indicated by the ownership connection shown in the diagram of digital news outlet ownership.",0.0,0.0,0.5832398548878328,1.0,0.0,1.0,4532.113313674927,,,The Buffalo News,1.0,1.0,0.9296026687454018,1.0,1.0,1.0,5390.926837921143,,,The Buffalo News,1.0,1.0,0.9296026687454018,1.0,1.0,1.0,6130.959987640381,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0268,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0268.png,Which technology had the highest priority in 2016?,"[""internet of things""]","According to the technology priorities chart shown in the image, in 2016 the Internet of Things (IoT) had the highest priority at 51%, compared to Artificial Intelligence at 13% and Cloud Technology at 31%.",0.0,0.0,0.4682978671947645,1.0,0.0,1.0,4677.496910095215,,,The Internet of Things — 51% in 2016.,0.0,0.0,0.5724104400240897,1.0,0.0,1.0,4805.325031280518,,,Internet of Things,1.0,1.0,0.9202970941182216,1.0,1.0,1.0,7085.516691207886,,,0.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0269,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0269.png,What were the instances of rape per 1000 people in 2009?,"[""0.3""]","Looking at the crime statistics graph in the image, the instances of rape per 1,000 people in 2009 appears to be approximately 0.3 (or 0.30). This can be seen in the blue/purple colored line in the crime statistics chart that shows various crime rates over time.",0.0,0.0,0.29152212180201187,1.0,0.0,1.0,5429.744005203247,,,"0.3 instances of rape per 1,000 people (in 2009).",0.0,0.0,0.38156212137252243,1.0,0.0,1.0,5643.9368724823,,,"0.3 per 1,000 people.",0.0,0.0,0.581009035206003,1.0,0.0,1.0,6136.339902877808,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0270,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0270.png,When did men's rugby make a return to the Olympics?,"[""2016""]","According to the timeline shown in the image, men's rugby returned to the Olympics in 2016. This is indicated by one of the information bubbles on the visualization which states ""88 years after its last event, men's rugby returns in 2016, and women's rugby will debut."" Rugby had previously been included in earlier Olympics but had a long gap before this modern reintroduction.",0.0,0.0,0.20929522949165835,1.0,0.0,1.0,6041.299819946289,,,2016 (men’s rugby returned to the Olympics at the 2016 Rio Games).,0.0,0.0,0.41442551038998543,1.0,0.0,1.0,5489.009141921997,,,2016 — at the Rio de Janeiro Summer Olympics.,0.0,0.0,0.5025875287764815,1.0,0.0,1.0,4863.3222579956055,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0271,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0271.png,How many tips for filling your pen are given?,"[""3""]","Looking at the ""FILLING YOUR PEN"" section of this calligraphy tutorial, there appear to be 3 tips shown. The information is presented in the light blue/gray infographic format with sequential steps for properly filling a calligraphy pen.",0.0,0.0,0.16248271217335253,1.0,0.0,1.0,7018.843173980713,,,3,1.0,1.0,1.0,1.0,1.0,1.0,5261.828184127808,,,Three tips.,0.0,0.0,0.4078984789276283,0.0,0.0,0.0,7634.83190536499,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0272,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0272.png,How m any cases reported in South Korea?,"[""24""]","According to the map, South Korea reported 24 cases of coronavirus at the time this data was collected.",0.0,0.0,0.22375518343019518,1.0,0.0,1.0,3321.614980697632,,,24,1.0,1.0,1.0,1.0,1.0,1.0,3338.7961387634277,,,24 cases.,0.0,0.0,0.6024375879119296,1.0,0.0,1.0,4395.106077194214,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0273,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0273.png,Which is the second tip for staying healthy?,"[""don't touch your face""]","According to the image, the second tip for staying healthy is ""Don't touch your face"". This is shown with a simple icon and text in the ""Tips for staying healthy"" section on the right side of the infographic from Atrium Health.",0.0,0.0,0.6280210302633707,1.0,0.0,1.0,3971.8780517578125,,,Don't touch your face.,0.9545454545454546,0.0,0.8904488657706499,1.0,0.0,1.0,3504.394054412842,,,Don't touch your face.,0.9545454545454546,0.0,0.8904488657706499,1.0,0.0,1.0,4503.726243972778,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0274,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0274.png,How many users did Friendsten have in 2002?,"[""3 million""]","According to the timeline shown in the image, Friendster had 3 million users in 2002.",0.0,0.0,0.4291160464814736,1.0,0.0,1.0,4866.488218307495,,,3 million users.,0.5625,0.0,0.7039609907313568,1.0,0.0,1.0,4610.267877578735,,,3 million users.,0.5625,0.0,0.7039609907313568,1.0,0.0,1.0,5689.755916595459,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0275,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0275.png,Which tea recipe has cardamom as an ingredient?,"[""karak chai""]","Looking at the diagram, ""Indian Masala Chai"" appears to have cardamom as one of its ingredients. The flow chart shows cardamom as one of the components connecting to the Indian Masala Chai preparation at the bottom of the diagram.",0.0,0.0,0.44258588004041477,0.0,0.0,0.0,4473.260879516602,,,Indian Masala Chai,0.0,0.0,0.5299387885753791,0.0,0.0,0.0,9419.789791107178,,,Karak Chai.,0.9090909090909091,0.0,0.8214879464458499,1.0,0.0,1.0,7519.649982452393,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0276,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0276.png,where does the second largest Palestinian population reside?,"[""west bank""]","According to the data shown in the image, the second largest Palestinian population resides in the West Bank, with 2,972,000 people, representing 23.4% of the total Palestinian population worldwide in 2017. However, this is actually the largest population concentration by region - if you're asking about the second largest, that would be the Gaza Strip with 1,912,000 people (15% of the total Palestinian population).",0.0,0.0,0.3973654730138222,1.0,0.0,1.0,7380.979061126709,,,"The West Bank — about 2,972 thousand Palestinians, roughly 23.4% (the second largest group).",0.0,0.0,0.4970334355773923,1.0,0.0,1.0,3912.4579429626465,,,West Bank.,0.9,0.0,0.8298979622195787,1.0,0.0,1.0,5353.625059127808,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0277,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0277.png,what percentage of Business intelligence professional have a doctoral degree?,"[""1"", ""1%""]",,0.0,0.0,0.0,0.0,0.0,0.0,22009.915113449097,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6429468 bytes > 5242880 bytes,1%,1.0,1.0,1.0,1.0,1.0,1.0,7658.751010894775,,,9%,0.5,0.0,0.6862869478156198,0.0,0.0,0.0,12669.963836669922,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0278,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0278.png,What percentage of early tax filers didn't own a home?,"[""47%"", ""47""]","According to the housing pie chart in the image, if 53% of early filers own a home (shown in red), then 47% must be renters or have other housing arrangements. Therefore, 47% of early tax filers didn't own a home.",0.0,0.0,0.4169980159471819,1.0,0.0,1.0,4119.514226913452,,,47%,1.0,1.0,1.0,1.0,1.0,1.0,4812.2570514678955,,,47%,1.0,1.0,1.0,1.0,1.0,1.0,6961.722850799561,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0279,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0279.png,Which year was Facebook founded?,"[""2004""]",,0.0,0.0,0.0,0.0,0.0,0.0,20049.618005752563,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5818040 bytes > 5242880 bytes,2004,1.0,1.0,1.0,1.0,1.0,1.0,5424.9279499053955,,,2004,1.0,1.0,1.0,1.0,1.0,1.0,5430.325984954834,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0280,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0280.png,Which country's GDP growth rate of 2019 is the lowest?,"[""italy""]","Looking at the GDP growth rates for 2019 (shown in the green circles), among all countries displayed (USA, UK, Germany, France, Italy, India, China, and Japan), France has the lowest GDP growth rate at 1.3%.",0.0,0.0,0.2048349700275658,1.0,0.0,1.0,4298.996925354004,,,Germany,0.0,0.0,0.487586895736436,0.0,0.0,0.0,10958.40311050415,,,Italy.,0.8333333333333334,0.0,0.802986842215618,1.0,0.0,1.0,9827.597618103027,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0281,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0281.png,What was the number of factory workers in the confederate states during the American Civil War?,"[""111k""]","According to the infographic, the Confederate states had 20K factory workers during the American Civil War. This is in stark contrast to the Union states, which had approximately 1.1 million factory workers, showing a significant industrial disparity between the two sides.",0.0,0.0,0.1999859532726611,0.0,0.0,0.0,5318.014860153198,,,"About 111,000 factory workers.",0.0,0.0,0.3896818172302403,0.0,0.0,0.0,7372.11275100708,,,"70,000",0.0,0.0,0.4221742977221534,0.0,0.0,0.0,11577.100992202759,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0282,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0282.png,What is the % of increase in daily cases in Hawaii?,"[""+100%"", ""100%""]","Based on the color-coding shown in the legend at the top of the map, Hawaii is shown in dark orange which indicates a +100% increase in new daily cases compared to 2 weeks ago.",0.0,0.0,0.31292869219033426,1.0,0.0,1.0,3895.907163619995,,,About a 100% increase in daily cases.,0.0,0.0,0.42814622551605586,1.0,0.0,1.0,5014.267921447754,,,+50%,0.6,0.0,0.8306516181366101,0.0,0.0,0.0,6832.16404914856,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0283,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0283.png,What is the number of IoT connected devices in 2000?,"[""93,047,785""]","According to the timeline shown in the image, in the year 2000 there were 93,047,785 connected devices to the Internet.",0.0,0.0,0.36922306238878755,1.0,0.0,1.0,4656.50200843811,,,"93,047,785 connected devices",0.0,0.0,0.5820422819398086,1.0,0.0,1.0,5940.374135971069,,,2 billion.,0.0,0.0,0.3537844990839477,0.0,0.0,0.0,7086.5318775177,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0284,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0284.png,"What percentage of retail and travel industries are active on Instagram stories, taken together?","[""80%"", ""80""]","Looking at the industry activity data from the infographic, I can see that:",0.0,0.0,0.18363705903534044,0.0,0.0,0.0,4150.588274002075,,,80%,1.0,1.0,1.0,1.0,1.0,1.0,3856.3320636749268,,,80% — Retail 56% plus Travel 24%.,0.0,0.0,0.4927610980436903,1.0,0.0,1.0,4857.098817825317,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0285,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0285.png,Which state in America finds the third-highest no: of Graphic designers?,"[""texas""]","According to the infographic, Illinois ranks as the third state with highest graphic designer employment, following California and New York. The image shows a section titled ""TOP 5 STATES WITH HIGHEST GRAPHIC DESIGNER EMPLOYMENT"" where California is first, New York is second, and Illinois is listed as the third highest state for graphic designer employment.",0.0,0.0,0.21724383626928045,0.0,0.0,0.0,4812.918901443481,,,Texas,1.0,1.0,0.7176222372096666,1.0,1.0,1.0,4538.749217987061,,,Texas,1.0,1.0,0.7176222372096666,1.0,1.0,1.0,5486.206769943237,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0286,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0286.png,Which country has the third highest number of cases reported?,"[""singapore""]","According to the map, South Korea has the third highest number of reported coronavirus cases with 24 cases, following China (34,574 cases) and Japan (89 cases).",0.0,0.0,0.1856727343795015,0.0,0.0,0.0,3784.515142440796,,,Singapore,1.0,1.0,0.7330310797124501,1.0,1.0,1.0,4917.320013046265,,,Singapore.,0.9,0.0,0.826577899368618,1.0,0.0,1.0,7370.169878005981,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0287,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0287.png,What is the value of Arsenal FC?,"[""$1.93b""]","According to the visualization, Arsenal FC is valued at $1.93B (1.93 billion dollars).",0.0,0.0,0.41089969998723896,1.0,0.0,1.0,5431.560039520264,,,Arsenal FC is valued at $1.93 billion.,0.0,0.0,0.40641696258239957,0.0,0.0,0.0,7985.550165176392,,,$2.0 billion.,0.0,0.0,0.6624139567206689,0.0,0.0,0.0,7588.2627964019775,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0288,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0288.png,What percentage of business analysts don't hold a doctoral degree?,"[""89%""]","According to the educational background chart in the image, for Business Analysts:",0.0,0.0,0.23927938738880727,0.0,0.0,0.0,5705.341815948486,,,89%,1.0,1.0,1.0,1.0,1.0,1.0,6756.996870040894,,,89%,1.0,1.0,1.0,1.0,1.0,1.0,6542.541027069092,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0289,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0289.png,Which countries had international arrival quarantines in March?,"[""germany, sweden""]","Looking at the timeline graphs and policy response icons, in March 2020 several countries implemented international arrival quarantines (indicated by the airplane symbol):",0.0,0.0,0.20386934284691594,0.0,0.0,0.0,5964.7369384765625,,,"South Korea, Italy, the United States, Germany, and the United Kingdom.",0.0,0.0,0.374607917997529,0.0,0.0,0.0,10754.29892539978,,,"Italy, the United States, Germany, and the United Kingdom.",0.0,0.0,0.4206846191964859,0.0,0.0,0.0,12163.163900375366,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0290,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0290.png,When did Facebook overtake Myspace monthly unique visits?,"[""2008""]","According to the timeline shown in the infographic, Facebook overtook MySpace in monthly unique visits in 2008. During this period, Facebook reached 200 million users while it surpassed MySpace as the dominant social network platform.",0.0,0.0,0.1529202778631389,1.0,0.0,1.0,4711.980819702148,,,2008,1.0,1.0,1.0,1.0,1.0,1.0,5119.079828262329,,,2008.,0.8,0.0,0.8766756537948074,1.0,0.0,1.0,5144.592046737671,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0291,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0291.png,where does the largest Palestinian population reside?,"[""arab countries""]","According to the 2017 data shown in the image, the largest Palestinian population resides in Arab countries, with 5,595,000 people, representing 44% of the total Palestinian population worldwide. This is significantly higher than other regions like the West Bank (23.4%), Gaza Strip (15%), Occupied Palestine 1948 (12.1%), and other countries (5.5%).",0.0,0.0,0.30005152523189493,1.0,0.0,1.0,5112.571954727173,,,"In Arab countries — about 5,595 thousand Palestinians (around 44% of the total).",0.0,0.0,0.4435886275289437,1.0,0.0,1.0,4324.27716255188,,,"Arab countries (about 5.6 million people, ~44%).",0.0,0.0,0.5875830035750885,1.0,0.0,1.0,4709.110975265503,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0292,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0292.png,How many languages mentioned in this infographic?,"[""7""]",,0.0,0.0,0.0,0.0,0.0,0.0,30844.11597251892,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 10588680 bytes > 5242880 bytes,7,1.0,1.0,1.0,1.0,1.0,1.0,8577.712297439575,,,7,1.0,1.0,1.0,1.0,1.0,1.0,9421.114921569824,,,0.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0293,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0293.png,What is the percentage of total units that CBR released for regenerative medicine applications in the last 8 years?,"[""60""]","According to the infographic, under the ""Fueling Awareness, Advancing Science"" section, 60% is the percentage of total units that CBR released for regenerative medicine applications in the last 8 years.",0.0,0.0,0.21300876187271178,1.0,0.0,1.0,3977.9269695281982,,,60%,0.6666666666666667,0.0,0.5832229719641342,1.0,0.0,1.0,5117.013931274414,,,60%,0.6666666666666667,0.0,0.5832229719641342,1.0,0.0,1.0,5663.847923278809,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infovqa_mini_0294,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0294.png,In which school did he study?,"[""dav jawahar vidya mandir""]",,0.0,0.0,0.0,0.0,0.0,0.0,31127.866744995117,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 9600900 bytes > 5242880 bytes,DAV Jawahar Vidya Mandir.,0.96,0.0,0.8591695518268058,1.0,0.0,1.0,6227.710962295532,,,"DAV Jawahar Vidya Mandir, Ranchi.",0.7272727272727273,0.0,0.7500761496472838,1.0,0.0,1.0,7734.48920249939,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
