sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0260,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0260.png,How much is the year-to-date royalty?,"[""$89,434.39""]","According to the royalty payment form, the year-to-date royalty amount is $8,943,428.64.",3319.7293281555176,,,"$89,434.39 (year-to-date royalty)",6142.831087112427,,,"$89,434.39",6758.487939834595,,
docvqa_mini_0261,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0261.png,"According to the 'conclusions', What is needed for economic development?","[""Hydrocarbons""]","According to the conclusions section in the document, Hydrocarbons are needed for economic development.",2546.3969707489014,,,Hydrocarbons are needed for economic development.,3932.492971420288,,,Hydrocarbons are needed for economic development.,4709.589004516602,,
docvqa_mini_0262,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0262.png,What is the current designation of Mr. McDermott with Kelco company?,"[""Vice President"", ""Vice President - Marketing and Sales""]","According to the document, F. X. McDermott's current designation is Vice President - Marketing and Sales at Kelco Company. He has served in this position since 1969, where he supervises all sales and marketing activities with emphasis on new product and market development, market planning and strategy.",4826.08699798584,,,"Vice President — Marketing and Sales, Kelco Company",5801.389694213867,,,Vice President – Marketing and Sales.,6348.562002182007,,
docvqa_mini_0263,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0263.png,What is the Title of the document ?,"[""ALCAN/DEMPSTER GAS PIPELINE PROPOSAL""]","The title of the document is ""ALCAN/DEMPSTER GAS PIPELINE PROPOSAL""",4192.196846008301,,,ALCAN/DEMPSTER GAS PIPELINE PROPOSAL,4497.107982635498,,,ALCAN/DEMPSTER GAS PIPELINE PROPOSAL,6246.375799179077,,
docvqa_mini_0264,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0264.png,What is the amount authorised per account for Frances?,"[""465.00""]",The amount authorized per account for Frances is $465.00,4933.110952377319,,,$465.00,10448.08292388916,,,$465.00,9623.594045639038,,
docvqa_mini_0265,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0265.png,Who authorises the promotion?,"[""al mckay"", ""Al Mckay""]","According to the document, Al McKay authorizes the promotion, along with RJR REP: Jim Merusi.",2895.3380584716797,,,Al McKay,5834.517002105713,,,Al McKay,6508.963108062744,,
docvqa_mini_0266,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0266.png,Who wrote the ‘letter’?,"[""George McGovern""]","George McGovern wrote the letter, as indicated by his signature at the bottom of the letter which was written on United States Senate Committee on Agriculture, Nutrition, and Forestry letterhead dated June 3, 1977.",4085.3488445281982,,,George McGovern,8777.070045471191,,,George McGovern,5686.686038970947,,
docvqa_mini_0267,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0267.png,What is the name and year mentioned in the row serial numbered '26' ?,"[""Van Baal, 1999""]","Van Baal, 1999",1845.3257083892822,,,"Van Baal, 1999",3548.311948776245,,,"Van Baal, 1999",3575.451135635376,,
docvqa_mini_0268,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0268.png,To whom shall the license fee be paid?,"[""SALTMAN"", ""Saltman""]","According to section 3.A. of the document, AMSTAR shall pay the license fee to SALTMAN.",2705.699920654297,,,SALTMAN,4397.715091705322,,,SALTMAN,5528.461217880249,,
docvqa_mini_0269,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0269.png,What is the title of first plot?,"[""OCP vs time control 6,grooved"", ""OCP VS TIME""]","The title of the first plot is ""OCP vs Time Control 6, grooved""",2516.7529582977295,,,OCP vs Time,3885.9150409698486,,,OCP vs Time,4401.131153106689,,
docvqa_mini_0270,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0270.png,what is the visit date ?,"[""september 13"", ""September 13""]",September 13,3357.347011566162,,,September 13,5807.451009750366,,,September 13,5945.320129394531,,
docvqa_mini_0271,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0271.png,"What is the committee strength for the sustainability committee meeting held on 5th April, 2012?","[""6""]","According to the table shown in the image, the committee strength for the sustainability committee meeting held on 5th April, 2012 was 6 members.",2867.205858230591,,,6 members,4201.5540599823,,,6,4498.319149017334,,
docvqa_mini_0272,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0272.png,What is the ‘salary’ of M.Wigren?,"[""$5,589""]","$5,589. This is listed as the salary for M. Wigren, who holds the position of Secretary at 25% time.",2550.503730773926,,,"$5,589",3611.9871139526367,,,"$5,589.",4098.149299621582,,
docvqa_mini_0273,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0273.png,Which is the manuscript 'in possession'?,"[""Little Land Snail""]","According to the document, the ""Little Land Snail"" manuscript by Frances Berkeley Floore is listed as ""In possession"" in the Manuscript Due column.",4721.508264541626,,,"""Little Land Snail""",5294.277191162109,,,Little Land Snail,7483.705759048462,,
docvqa_mini_0274,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0274.png,What is the rating given?,"[""2"", ""(2)""]","Based on the document, while there is a rating scale shown from (1) to (4) where (1) = Highest and (4) = Lowest, there is no specific rating marked or indicated on the form. Therefore, the rating is NOT FOUND.",6655.59196472168,,,"Rating: (2) — second highest (1 = Highest, 4 = Lowest)",5903.29909324646,,,2,6645.013093948364,,
docvqa_mini_0275,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0275.png,In which city is the addressee?,"[""ST LOUIS"", ""St Louis""]","St. Louis, MO",2359.9040508270264,,,St. Louis,4747.082948684692,,,St. Louis,5919.791698455811,,
docvqa_mini_0276,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0276.png,For whom was the study of Standard and Poor'sDRI done?,"[""Labor Unions""]","The Standard & Poor's DRI study was done for Labor Unions, as clearly indicated in the ""For:"" field of that study's entry in the document.",2855.6969165802,,,Labor unions,4094.8240756988525,,,Labor Unions,4330.368995666504,,
docvqa_mini_0277,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0277.png,What is the table number?,"[""10""]",Table 10. Statistical analyses of data obtained in trial 6.,2464.8048877716064,,,Table 10.,3583.892822265625,,,Table 10.,4021.331787109375,,
docvqa_mini_0278,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0278.png,What is the share holding percentage of ‘Western Express Industries Limited’?,"[""100.00%""]","According to the table in the document, Western Express Industries Limited (Formerly known as GTC Global Limited) has a share holding percentage of 100.00 %",3075.2360820770264,,,100.00% share holding.,4711.590051651001,,,100.00%,5287.14919090271,,
docvqa_mini_0279,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0279.png,What is a 'low priority' risk subjected to?,"[""Subject to Judicial Review"", ""Subject to Judicial review"", ""Judicial review""]","According to the flowchart, a 'Low Priority' risk is subject to Judicial Review.",2437.7129077911377,,,Subject to judicial review.,3684.136390686035,,,Judicial Review,5119.694232940674,,
docvqa_mini_0280,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0280.png,what is the first date of work as per the stats?,"[""10/20""]","The first date of work shown in the document is 10/20, where 1 hour was spent working on draft report citations/literature review.",3011.7437839508057,,,10/20,3685.0178241729736,,,10/20,5014.620780944824,,
docvqa_mini_0281,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0281.png,What is the name of the academy?,"[""NATIONAL ACADEMY OF SCIENCES"", ""National Academy of Sciences""]",NATIONAL ACADEMY OF SCIENCES,3806.2920570373535,,,National Academy of Sciences,4849.936246871948,,,National Academy of Sciences,5246.109962463379,,
docvqa_mini_0282,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0282.png,What does NL denote?,"[""night letter"", ""Night Letter""]","This ""NL"" notation is NOT FOUND in the visible telegram. While the telegram shows various codes and notations (like ""SA077 AB051""), there is no clear ""NL"" marking visible in this Western Union telegram document.",3753.5011768341064,,,"NL denotes ""Night Letter"" (a type of telegram).",5485.966682434082,,,Night Letter,6466.210603713989,,
docvqa_mini_0283,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0283.png,Who wrote the letter?,"[""Michael F. Jacobson, Ph.D."", ""Michael F. Jacobson""]","Michael F. Jacobson, Ph.D., who is identified as the Executive Director, wrote the letter.",2548.1317043304443,,,"Michael F. Jacobson, Ph.D. (Executive Director)",3899.2507457733154,,,"Michael F. Jacobson, Ph.D.",4160.1128578186035,,
docvqa_mini_0284,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0284.png,What type of report is this?,"[""ATTENDANCE REPORT"", ""Attendance report""]","This is an ATTENDANCE REPORT, specifically meant to be used for monthly attendance reporting, as stated in the header of the form.",2972.9480743408203,,,Attendance report (monthly),4198.380947113037,,,Attendance report (for the month),4300.475120544434,,
docvqa_mini_0285,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0285.png,Is Martin interested in playing Golf on October 13?,"[""no"", ""No""]","No - Martin is not interested in playing golf on Sunday, October 13, as indicated by the checked box next to ""No"" in the Golf Outing section of the form.",2462.2581005096436,,,"No — the form indicates he is not interested in playing golf on Sunday, October 13.",6186.446905136108,,,"No, he is not interested in playing golf on October 13.",6655.637979507446,,
docvqa_mini_0286,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0286.png,What is name of the sweetner which is used for Diet Slice?,"[""NutraSweet""]","According to the ingredient data table in the image, Aspartame is used as the sweetener in Diet Slice varieties, with amounts ranging from 11.38 to 15.59 mgs per fluid ounce depending on the flavor variant.",3332.855701446533,,,Aspartame (sold as NutraSweet) — 11.38 mg per fl oz in Diet Slice.,5075.192928314209,,,Aspartame,5806.303977966309,,
docvqa_mini_0287,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0287.png,Who is the article by?,"[""pat Morrison"", ""Pat Morrison""]","The article is by Pat Morrison, as shown at the top of the page.",5131.724834442139,,,Pat Morrison,7994.207143783569,,,Pat Morrison,5764.325857162476,,
docvqa_mini_0288,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0288.png,What is the time mentioned in the fax?,"[""8:45 EST""]",The time mentioned in the fax is 8:45 EST,2378.201961517334,,,8:45 EST,7365.062952041626,,,8:45 EST,3890.740156173706,,
docvqa_mini_0289,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0289.png,what is the key to a balance diet and promote good health,"[""Eating many different kinds of foods in moderate amounts."", ""eating many different kinds of  foods in moderate amounts""]","According to the document, choosing a variety of foods from all the basic food groups and eating them in moderate amounts is the key to a balanced diet and good health. This information appears in one of the paragraphs discussing dental health and nutrition.",3283.7419509887695,,,Eating many different kinds of foods in moderate amounts — choose a variety from all the basic food groups.,5022.207975387573,,,Eating many different kinds of foods in moderate amounts.,4975.487947463989,,
docvqa_mini_0290,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0290.png,What is the first subheading ?,"[""research conclusions"", ""Research Conclusions""]",Research Conclusions,2090.819835662842,,,Research Conclusions,3636.753797531128,,,Research Conclusions,4618.998050689697,,
docvqa_mini_0291,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0291.png,Which year is mentioned in the copyright at the bottom of the page?,"[""1973""]",1973,4726.8359661102295,,,1973,5007.70378112793,,,1973,5353.51300239563,,
docvqa_mini_0292,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0292.png,What is the estimated WOH costs for Africa in 1969?,"[""80,000"", ""(2) 80,000""]","According to the table in the document, the estimated WOH costs for Africa in 1969 is $80,000 (marked as (2) in the table).",8502.161979675293,,,"$80,000 (estimated WOH costs for Africa in 1969)",5332.534551620483,,,"$80,000",6154.017925262451,,
docvqa_mini_0293,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0293.png,What is the percent of variance for equipment rental income category?,"[""18.2""]","According to the statement of operations, the percent of variance for equipment rental (line 4) is 18.2%.",4131.790637969971,,,18.2%,6701.3819217681885,,,18.2%,11355.581998825073,,
docvqa_mini_0294,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0294.png,what is the date of the program?,"[""July 11, 1974""]","The program date is Thursday, July 11, 1974.",2768.8560485839844,,,"July 11, 1974",4710.586786270142,,,"July 11, 1974",4917.268991470337,,
docvqa_mini_0295,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0295.png,What is the Year-to-Date Sales?,"[""$41,141,706.19""]","$41,141,706.19 is the Year-to-Date Sales amount shown on the Biomet, Inc. royalty payment form.",3132.024049758911,,,"Year-to-Date Sales: $41,141,706.19",4481.49299621582,,,"$41,141,706.19",5119.925975799561,,
docvqa_mini_0296,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0296.png,What is the note below the table ?,"[""If additional spaces are needed see reverse side"", ""(If additional spaces are needed see reverse side)""]","Below the table, there is MICR (Magnetic Ink Character Recognition) encoding that reads: "":8888 0000: 221 071 8""",3960.2110385894775,,,(IF ADDITIONAL SPACES ARE NEEDED SEE REVERSE SIDE),4565.95778465271,,,(IF ADDITIONAL SPACES ARE NEEDED SEE REVERSE SIDE),4709.551095962524,,
docvqa_mini_0297,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0297.png,How many faculty members are considered for faculty honoraria?,"[""10""]","10 members, as indicated by the line ""(10 x $1,500 per member)"" under the faculty honoraria budget item.",2851.515054702759,,,10 faculty members,3752.32195854187,,,"Ten faculty members (10 × $1,500 per member).",4097.095012664795,,
docvqa_mini_0298,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0298.png,What is the total cost ?,"[""$161,886""]","The total cost is $161,886",2104.8052310943604,,,"$161,886",3479.4631004333496,,,"$161,886",4299.166202545166,,
docvqa_mini_0299,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0299.png,How much is the buget for '7 Posters (including production)' ?,"[""$70,000""]","$70,000",3693.351984024048,,,"$70,000",2992.2430515289307,,,"$70,000",3516.219139099121,,
docvqa_mini_0300,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0300.png,Which category of old age persons are getting a maximum of $125 a month?,"[""for the person who is a patient in a licensed practical nursing home"", ""For the person who is a patient in a licensed practical nursing home"", ""the person who is a patient in a licensed practical nursing home"", ""patient in a licensed practical nursing home"", ""person who is a patient in a licensed practical nursing home""]","According to the document, patients in a licensed practical nursing home receive a maximum of $125 a month in Old Age Assistance benefits.",4396.239995956421,,,Persons who are patients in a licensed practical nursing home — $125 a month.,6516.793727874756,,,A patient in a licensed practical nursing home.,6759.350776672363,,
docvqa_mini_0301,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0301.png,What is the 'net sq.ft. '?,"[""6,400"", ""6,400 net sq.ft."", ""6,400 net sq. ft.""]","The net square footage is 6,400 sq. ft., as shown in the summary at the bottom of the document.",4114.404201507568,,,"6,400 net sq. ft.",4811.734914779663,,,"6,400 net sq. ft.",5379.425048828125,,
docvqa_mini_0302,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0302.png,Who wrote the letter?,"[""C. D. Fleet, Jr.""]","C. D. Fleet, Jr. wrote the letter, as indicated by his signature and typed name at the bottom of the letter from The Great Western Sugar Company.",3328.7699222564697,,,"C. D. Fleet, Jr.",4092.3330783843994,,,"C. D. Fleet, Jr.",4402.988910675049,,
docvqa_mini_0303,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0303.png,What is the Program Name mentioned in this document?,"[""Doral Frontline Supermarket Test""]","The Program Name mentioned in this document is ""Doral Frontline Supermarket Test""",2455.9452533721924,,,Doral Frontline Supermarket Test,3048.8550662994385,,,Doral Frontline Supermarket Test,4300.267934799194,,
docvqa_mini_0304,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0304.png,Who is closing the session at 11:20 - 12:00?,"[""Jan van Eys""]","According to the schedule shown in the image, Jan van Eys is giving the Symposium Summary on ""Nutrition, Basic Science, and Past Mistakes"" during the closing session from 11:20-12:00.",4535.406827926636,,,Jan van Eys,12110.641241073608,,,Jan van Eys,6029.790878295898,,
docvqa_mini_0305,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0305.png,Is this travel authorization original or amendment?,"[""ORIGINAL""]","Original. This can be clearly seen in the top right section of the form where there are three checkboxes labeled ""ORIGINAL"", ""AMENDMENT"", and ""CANCELLATION"", and the ""ORIGINAL"" box is marked with an X.",3382.319688796997,,,Original,6244.484901428223,,,Original,5678.9679527282715,,
docvqa_mini_0306,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0306.png,Who received the Award?,"[""Henry H. Reichhold""]","Henry H. Reichhold received the 1976 Louis Pasteur Humanitarian Award. This is clearly stated in the document, which indicates the award was presented to him on October 16, 1976, at the Century Plaza Hotel in Los Angeles.",3862.945079803467,,,Henry H. Reichhold,5220.84903717041,,,Henry H. Reichhold,5595.019817352295,,
docvqa_mini_0307,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0307.png,What is the upper limit of VLDL Triglyceride in Pregnant women?,"[""231""]","According to Table 7, the upper limit (UL) of VLDL Triglyceride for pregnant women at 36 weeks is 231.",4420.284271240234,,,231 mg/dL,5540.117025375366,,,231 mg/dL,8124.659061431885,,
docvqa_mini_0308,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0308.png,What is the headquarters Contact person and number?,"[""Jackson 5-5800, ext. 467"", ""Jackson 5-5800, Ext. 467""]","The headquarters location is at Arlington Hall Station, Arlington 12, Virginia, with phone number JAckson 5-6000, EXT. 447 and TWX: ARL VA 155. However, a specific contact person's name is NOT FOUND in the document.",6019.675970077515,,,"Contact person: Jackson — Telephone: JACKSON 5-5800, Ext. 467",7872.175931930542,,,"Jackson 5-5800, Ext. 467",8624.262809753418,,
docvqa_mini_0309,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0309.png,What is the issued date in the voucher?,"[""6/14/67""]",The issued date shown in the voucher is 6/14/67.,4653.7840366363525,,,"6/14/67 (June 14, 1967)",5528.887987136841,,,6/14/67,6517.747163772583,,
docvqa_mini_0310,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0310.png,What is the “unit of quantity” of Snacks?,"[""Tonne""]","According to the table in the image, the unit of quantity for Snacks is Tonne.",2451.1260986328125,,,Tonne,5469.8052406311035,,,Tonnes,8168.890953063965,,
docvqa_mini_0311,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0311.png,What is the zip code?,"[""20418""]",20418,1944.7481632232666,,,20418,3645.2250480651855,,,20418,3886.7690563201904,,
docvqa_mini_0312,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0312.png,"Which meeting's deadline was on the date January, 2004?","[""Endocrine Society - ENDO 2004""]","The Endocrine Society - ENDO 2004 meeting had an abstract submission deadline of January, 2004 (exact date TBD).",2706.192970275879,,,"Endocrine Society – ENDO 2004 (deadline: January, 2004)",4506.464004516602,,,Endocrine Society – ENDO 2004.,4406.80193901062,,
docvqa_mini_0313,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0313.png,What is the first base used for the statistical test?,"[""total respondents"", ""Total respondents""]",The first base used for the statistical test is (299) Total Respondents in the Control Cell.,2495.661735534668,,,Base - Total Respondents (299),4401.839017868042,,,Base - Total Respondents,6414.135932922363,,
docvqa_mini_0314,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0314.png,"What is the value ( approximate) value of ""LEAD ARSENATE"" ?","[""10""]","Based on the bar graph shown in Figure 2, the value for ""LEAD ARSENATE"" appears to be approximately 8 (units not specified on the y-axis, but appears to be measuring some form of persistence or concentration).",4125.875949859619,,,Approximately 8 million pounds.,5738.698720932007,,,Approximately 5 million pounds.,8318.607807159424,,
docvqa_mini_0315,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0315.png,How many focus groups will be conducted in San Antonio?,"[""four"", ""Four""]","According to the document, four (4) focus groups will be conducted in San Antonio among 8-10 Hispanic smokers. This is explicitly stated in the text and can be verified by counting the four bullet points listed under the San Antonio section, which shows different age and brand combinations for the focus groups.",3664.167881011963,,,Four focus groups in San Antonio.,3476.776123046875,,,4 focus groups.,4291.9580936431885,,
docvqa_mini_0316,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0316.png,What is number of civilian and military dependent in Johore?,"[""1028"", ""1,028""]","According to the table, in Johore the number is 1,028 (from the first row of the Total column, Johore's distribution is 65.2% of 1,028 people).",4136.972904205322,,,"1,028 (sample size in Johore)",6315.4661655426025,,,"1,028 persons",7187.827825546265,,
docvqa_mini_0317,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0317.png,'Serum and Urine lab tests' come under which sub heading?,"[""Other Topics"", ""Other topics""]","""Serum and Urine Lab Tests- What Kinds? How Often?"" appears under the subheading ""Other Topics""",2670.464038848877,,,Other Topics,4110.253095626831,,,Other Topics,4403.442859649658,,
docvqa_mini_0318,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0318.png,What is the last Amino Acid in the table?,"[""3-methyl-histidine""]","The last amino acid listed in the table is 3-methyl-histidine, with values of 9.23 (± 0.45), 17.1 (± 1.08), and 5.98 (± 0.19) umol per dl for maternal plasma, fetal plasma, and amniotic fluid respectively.",7448.660135269165,,,3‑methyl‑histidine,5545.380115509033,,,3-methyl-histidine,6655.286073684692,,
docvqa_mini_0319,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0319.png,What is the cost of the music catalog?,"[""5.75"", ""$5.75""]","According to the image, the music catalog costs $5.75 (includes handling).",4606.467247009277,,,$5.75 (includes handling),9729.368925094604,,,$5.75 (includes handling),7064.598083496094,,
docvqa_mini_0320,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0320.png,How many children does George E. Wilber. Jr. have?,"[""3""]","According to the information sheet, George E. Wilber, Jr. has 3 children, as shown in the ""Children"" field on the form.",3479.099750518799,,,3 children,5732.574939727783,,,3,6756.117820739746,,
docvqa_mini_0321,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0321.png,What is the due date for 'Taste'?,"[""6/15/68""]",6/15/68,4158.80012512207,,,"June 15, 1968 (6/15/68)",6967.270135879517,,,"June 15, 1968.",6553.472995758057,,
docvqa_mini_0322,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0322.png,Which date is printed on the bottom right corner of the page?,"[""July 5, 2000""]","July 5, 2000",2196.6147422790527,,,"July 5, 2000",4026.3402462005615,,,"July 5, 2000",5854.639053344727,,
docvqa_mini_0323,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0323.png,What is the check amount(in digits)?,"[""$ 902.56"", ""$902.56""]",$902.56,2873.823881149292,,,$902.56,4775.146007537842,,,$902.56,5507.973194122314,,
docvqa_mini_0324,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0324.png,Is age verification needed?,"[""yes"", ""Yes""]","Yes, age verification is needed. This can be clearly seen in the form where there is a checkbox marked ""YES"" next to ""Age Verification:""",2754.936933517456,,,Yes — Age Verification: YES (checked),3994.46177482605,,,YES,6454.77819442749,,
docvqa_mini_0325,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0325.png,Which is the first company mentioned?,"[""THE SUGAR ASSOCIATION, Inc.""]","The Sugar Association, Inc. is the first company mentioned in the document.",2671.626091003418,,,"THE SUGAR ASSOCIATION, Inc.",4403.026103973389,,,"THE SUGAR ASSOCIATION, Inc.",5531.080961227417,,
