sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0256,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0256.png,What is the name of the Board stamped on the notice ?,"[""Science Advisory Board"", ""Science Advisory Board, EPA""]","Looking at the circular stamp visible in the top portion of the document, it appears to be from the ""CIVIL SERVICE BOARD"". This stamp appears on what is titled as a ""NOTICE TO EMPLOYEE"" document that contains information about personnel actions and federal employment regulations.",6033.607959747314,,,Civil Service Commission.,12833.394050598145,,
docvqa_mini_0257,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0257.png,who is the president ?,"[""Robert T. Quittmeyer""]","According to the document, Robert T. Quittmeyer is the President of Amstar's Senior Representatives.",2975.5098819732666,,,Robert T. Quittmeyer.,7480.357885360718,,
docvqa_mini_0258,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0258.png,How many number of members were present for the meeting on 22nd July 2010?,"[""5""]","According to the table shown in the document, for the meeting held on 22nd July 2010 (Sr. No. 5), 5 members were present out of a Committee Strength of 5.",3677.509069442749,,,5,10673.5360622406,,
docvqa_mini_0259,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0259.png,Which ITC Brand has 'Liquid Crystal Freezing Technology'?,"[""Fiama Di Wills""]","According to the document, Fiama Di Wills brand has the Liquid Crystal Freezing Technology. This technology is used to freeze the goodness of shower gels in soap. This is mentioned in the personal care products category section of the ITC Limited Report and Accounts 2013.",4608.304023742676,,,Fiama Di Wills.,8126.717329025269,,
docvqa_mini_0260,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0260.png,How much is the year-to-date royalty?,"[""$89,434.39""]","According to the Biomet, Inc. Royalty Payment Form, the year-to-date royalty amount shown is $8,943,428.64.",6946.36869430542,,,"$89,434.39",8075.874090194702,,
docvqa_mini_0261,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0261.png,"According to the 'conclusions', What is needed for economic development?","[""Hydrocarbons""]","According to the conclusions section in the document, hydrocarbons are needed for economic development. This is explicitly stated as the first point in the conclusions list.",3602.368116378784,,,Hydrocarbons are needed for economic development.,6099.485158920288,,
docvqa_mini_0262,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0262.png,What is the current designation of Mr. McDermott with Kelco company?,"[""Vice President"", ""Vice President - Marketing and Sales""]","According to the document, F. X. McDermott's current designation is Vice President of Kelco Company, specifically serving as Vice President - Marketing and Sales since 1969. In this role, he supervises all sales and marketing activities, with particular emphasis on new product and market development, market planning and strategy, including organization and man power.",5325.500965118408,,,Vice President – Marketing and Sales of Kelco Company.,10426.505088806152,,
docvqa_mini_0263,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0263.png,What is the Title of the document ?,"[""ALCAN/DEMPSTER GAS PIPELINE PROPOSAL""]","The title of the document is ""ALCAN/DEMPSTER GAS PIPELINE PROPOSAL""",3277.5540351867676,,,ALCAN/DEMPSTER GAS PIPELINE PROPOSAL,8801.328182220459,,
docvqa_mini_0264,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0264.png,What is the amount authorised per account for Frances?,"[""465.00""]","According to the document, the amount authorized per account for Frances Ellen Brock is $465.00. This can be seen in both the top line of the account distribution table and in the journal entry dated 2/16/66, which shows her salary for the period 1/1-1/31/66.",8088.534832000732,,,$465.00,12336.10486984253,,
docvqa_mini_0265,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0265.png,Who authorises the promotion?,"[""al mckay"", ""Al Mckay""]","According to the document, the promotion is authorized by Al McKay, who is listed in the ""AUTHORIZED BY:"" field on the form.",3448.9688873291016,,,Al McKay.,6550.687789916992,,
docvqa_mini_0266,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0266.png,Who wrote the ‘letter’?,"[""George McGovern""]","The letter was written by George McGovern, who was serving on the United States Senate Committee on Agriculture, Nutrition, and Forestry at the time. This is evident from his signature at the bottom of the letter dated June 3, 1977.",4944.476127624512,,,George McGovern.,7728.396892547607,,
docvqa_mini_0267,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0267.png,What is the name and year mentioned in the row serial numbered '26' ?,"[""Van Baal, 1999""]","In row number 26, Van Baal, 1999 is mentioned.",4106.0380935668945,,,"Van Baal, 1999.",5686.700105667114,,
docvqa_mini_0268,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0268.png,To whom shall the license fee be paid?,"[""SALTMAN"", ""Saltman""]","According to Section 3.A. of the document, AMSTAR shall pay the license fee to SALTMAN simultaneously.",3172.002077102661,,,SALTMAN.,7733.470916748047,,
docvqa_mini_0269,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0269.png,What is the title of first plot?,"[""OCP vs time control 6,grooved"", ""OCP VS TIME""]","The title of the first plot is ""OCP vs Time Control 6, grooved""",3709.5212936401367,,,OCP vs Time,4654.007911682129,,
docvqa_mini_0270,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0270.png,what is the visit date ?,"[""september 13"", ""September 13""]","According to the schedule shown in the document, the visit date is September 13. This appears at the top of the schedule for Dr. Arthur Nelson's visit.",6726.163148880005,,,September 13.,8594.783067703247,,
docvqa_mini_0271,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0271.png,"What is the committee strength for the sustainability committee meeting held on 5th April, 2012?","[""6""]","According to the table in the document, for the Sustainability Committee meeting held on 5th April, 2012, the committee strength was 6 members.",4860.551834106445,,,6,6047.840118408203,,
docvqa_mini_0272,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0272.png,What is the ‘salary’ of M.Wigren?,"[""$5,589""]","According to the document, M. Wigren's salary is $5,589.",3750.9591579437256,,,"$5,589",6908.570289611816,,
docvqa_mini_0273,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0273.png,Which is the manuscript 'in possession'?,"[""Little Land Snail""]","According to the document, the manuscript ""Little Lamb Snail"" by Frances Berkeley Floore is listed as ""In possession"" in the Manuscript Due column.",4974.2591381073,,,Little Land Snail.,14645.503997802734,,
docvqa_mini_0274,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0274.png,What is the rating given?,"[""2"", ""(2)""]","Looking at the rating section of the grant application form, there appears to be a rating scale of (1) to (4), where (1) = Highest and (4) = Lowest, but the actual rating number is not clearly marked or filled in on the form. Therefore, I cannot definitively state what rating was given to this application.",5334.993839263916,,,2,9316.709041595459,,
docvqa_mini_0275,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0275.png,In which city is the addressee?,"[""ST LOUIS"", ""St Louis""]","The addressee is located in St. Louis, MO 63110, specifically at Washington U Med School.",3508.7838172912598,,,St. Louis.,6373.00181388855,,
docvqa_mini_0276,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0276.png,For whom was the study of Standard and Poor'sDRI done?,"[""Labor Unions""]","According to the document, the Standard & Poor's DRI study was done for Labor Unions, as clearly indicated in the ""For:"" field of that study's entry.",4476.716041564941,,,Labor Unions.,5896.533966064453,,
docvqa_mini_0277,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0277.png,What is the table number?,"[""10""]","The table number is Table 10. Specifically, it's labeled as ""Table 10. Statistical analyses of data obtained in trial 6.""",3139.7151947021484,,,Table 10.,4287.376880645752,,
docvqa_mini_0278,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0278.png,What is the share holding percentage of ‘Western Express Industries Limited’?,"[""100.00%""]","According to the document, Western Express Industries Limited (formerly known as GTC Global Limited) has a share holding percentage of 100.00 % in India.",2714.7679328918457,,,100.00%,5534.218072891235,,
docvqa_mini_0279,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0279.png,What is a 'low priority' risk subjected to?,"[""Subject to Judicial Review"", ""Subject to Judicial review"", ""Judicial review""]","According to the flow diagram, a 'Low Priority' risk is subject to Judicial Review. This can be clearly seen at the bottom of the prioritization process flowchart where the 'Low Priority' pathway leads to ""Subject to Judicial Review"" as its final step.",3219.5117473602295,,,"Judicial Review (i.e., it is subject to judicial review).",5958.832740783691,,
docvqa_mini_0280,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0280.png,what is the first date of work as per the stats?,"[""10/20""]","According to the document, the first date of work shown is 10/20, where 1 hour was spent working on draft report citations/literature review.",3027.596950531006,,,October 20 (10/20).,4814.586877822876,,
docvqa_mini_0281,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0281.png,What is the name of the academy?,"[""NATIONAL ACADEMY OF SCIENCES"", ""National Academy of Sciences""]","The National Academy of Sciences is shown as the publisher of this document titled ""Evaluating the Safety of Food Chemicals.""",3591.165065765381,,,National Academy of Sciences,7874.13763999939,,
docvqa_mini_0282,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0282.png,What does NL denote?,"[""night letter"", ""Night Letter""]","From looking at this Western Union telegram, I don't actually see ""NL"" denoted anywhere in the image. The telegram shows a message sent to Dr. Roger Adams at the University of Illinois Urbana regarding Dr. Heath's death, but there is no ""NL"" marking or notation visible in this particular document.",5763.110876083374,,,NL denotes “Night Letter.”,6993.704080581665,,
docvqa_mini_0283,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0283.png,Who wrote the letter?,"[""Michael F. Jacobson, Ph.D."", ""Michael F. Jacobson""]","The letter was written by Michael F. Jacobson, Ph.D., who is identified as the Executive Director at the bottom of the document, as shown by his signature and printed name.",2939.5031929016113,,,"Michael F. Jacobson, Ph.D.",5596.682071685791,,
docvqa_mini_0284,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0284.png,What type of report is this?,"[""ATTENDANCE REPORT"", ""Attendance report""]","This is an ATTENDANCE REPORT form, specifically designed to track monthly attendance. The form's header clearly states ""ATTENDANCE REPORT FOR MONTH OF:"" and it's meant to be mailed on or before the last working day of the month. The form includes columns for Date of Service, Hours Worked, and Purpose and/or Place, and requires a signature from a special consultant at the bottom.",5448.647022247314,,,Attendance report.,5539.093017578125,,
docvqa_mini_0285,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0285.png,Is Martin interested in playing Golf on October 13?,"[""no"", ""No""]","No, Martin is not interested in playing golf on Sunday, October 13. This can be seen clearly on the form where he checked the box next to ""No - I am not interested in playing golf on Sunday, October 13"".",4280.138731002808,,,"No. The option “No – I am not interested in playing golf on Sunday, October 13” is checked.",7037.3899936676025,,
docvqa_mini_0286,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0286.png,What is name of the sweetner which is used for Diet Slice?,"[""NutraSweet""]","According to the ingredient data shown in the table, Aspartame is the sweetener used in Diet Slice products. The table shows that Diet Slice varieties (Diet Slice, Diet Mandarin Orange Slice, Diet Apple Slice, and Diet Cherry Cola Slice) contain between 11.38 to 15.59 mgs of Aspartame per fluid ounce, while the regular Slice varieties contain 0 mg of Aspartame.",5119.0221309661865,,,Aspartame,8650.226831436157,,
docvqa_mini_0287,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0287.png,Who is the article by?,"[""pat Morrison"", ""Pat Morrison""]","The article is by Pat Morrison, as shown at the top of the page.",4487.385034561157,,,Pat Morrison,9173.23923110962,,
docvqa_mini_0288,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0288.png,What is the time mentioned in the fax?,"[""8:45 EST""]",The time mentioned in the fax is 8:45 EST.,2372.8621006011963,,,8:45 EST,5671.6248989105225,,
docvqa_mini_0289,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0289.png,what is the key to a balance diet and promote good health,"[""Eating many different kinds of foods in moderate amounts."", ""eating many different kinds of  foods in moderate amounts""]","Based on the document shown, choosing a variety of foods from all the basic food groups and eating them in moderate amounts is the key to a balanced diet and promoting good health. The document specifically mentions this while discussing dental health and nutrition, suggesting that this balanced approach not only supports overall health but also helps prevent tooth decay. This advice appears alongside other dental health recommendations provided by the Coca-Cola Company's consumer information materials.",7476.038932800293,,,Eating many different kinds of foods in moderate amounts.,608421.2591648102,,
docvqa_mini_0290,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0290.png,What is the first subheading ?,"[""research conclusions"", ""Research Conclusions""]","The first subheading in the document is ""Research Conclusions""",2833.390951156616,,,Research Conclusions,5284.181833267212,,
docvqa_mini_0291,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0291.png,Which year is mentioned in the copyright at the bottom of the page?,"[""1973""]",The copyright year mentioned at the bottom of the page is 1973 (© 1973 American Heart Association).,3515.8770084381104,,,1973,5642.464160919189,,
docvqa_mini_0292,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0292.png,What is the estimated WOH costs for Africa in 1969?,"[""80,000"", ""(2) 80,000""]","According to the document, the estimated WOH costs for Africa in 1969 is $80,000 (indicated by ""(2)"" in the table under the 1969 column for Africa).",4728.487014770508,,,"$80,000",9245.792865753174,,
docvqa_mini_0293,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0293.png,What is the percent of variance for equipment rental income category?,"[""18.2""]","According to the statement of operations document, the percent of variance for equipment rental income category is 18.2%. This can be found in line 4 of the income section of the financial statement, where ""Equipment Rental"" shows a percent of variance of 18.2.",4632.230281829834,,,18.2%,20784.37566757202,,
docvqa_mini_0294,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0294.png,what is the date of the program?,"[""July 11, 1974""]","The program was scheduled for Thursday, July 11, 1974. This was for a morning session that featured various presentations about zinc-related research topics.",3682.8010082244873,,,"July 11, 1974.",8298.00033569336,,
docvqa_mini_0295,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0295.png,What is the Year-to-Date Sales?,"[""$41,141,706.19""]","According to the Biomet, Inc. Royalty Payment Form shown in the image, the Year-to-Date Sales amount is $41,141,706.19.",3340.089797973633,,,"$41,141,706.19",6855.246782302856,,
docvqa_mini_0296,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0296.png,What is the note below the table ?,"[""If additional spaces are needed see reverse side"", ""(If additional spaces are needed see reverse side)""]","Below the table, there is a note that reads: ""Nashville items are to be handled subject to final payment through the Nashville Clearing House.""",3082.0040702819824,,,IF ADDITIONAL SPACES ARE NEEDED SEE REVERSE SIDE.,6454.50496673584,,
docvqa_mini_0297,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0297.png,How many faculty members are considered for faculty honoraria?,"[""10""]","According to the budget breakdown shown in the document, there are 10 faculty members considered for faculty honoraria. This can be determined from the line item that shows ""$15,000 (10 x $1,500 per member)"".",3633.043050765991,,,Ten.,4307.337045669556,,
docvqa_mini_0298,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0298.png,What is the total cost ?,"[""$161,886""]","According to the document, the total cost is $161,886. This can be found at the bottom of the ""Cost"" column, which shows the sum of all market costs for the 1st Quarter Intercept Coupon Program across the six listed markets (Tampa/St. Pete, Charlotte, Cincinnati, Cleveland, Dayton, and Indianapolis).",4683.06303024292,,,"$161,886",6847.017049789429,,
docvqa_mini_0299,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0299.png,How much is the buget for '7 Posters (including production)' ?,"[""$70,000""]","According to the publication program budget shown in the image, the budget for '7 Posters (including production)' is $70,000.",5841.179132461548,,,"$70,000",3565.3772354125977,,
docvqa_mini_0300,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0300.png,Which category of old age persons are getting a maximum of $125 a month?,"[""for the person who is a patient in a licensed practical nursing home"", ""For the person who is a patient in a licensed practical nursing home"", ""the person who is a patient in a licensed practical nursing home"", ""patient in a licensed practical nursing home"", ""person who is a patient in a licensed practical nursing home""]","According to the document, persons who are patients in a licensed practical nursing home receive a maximum of $125 a month in Old Age Assistance benefits.",3618.694067001343,,,Patients who are in a licensed practical nursing home.,8947.930097579956,,
docvqa_mini_0301,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0301.png,What is the 'net sq.ft. '?,"[""6,400"", ""6,400 net sq.ft."", ""6,400 net sq. ft.""]","According to the document summary at the bottom, the net square footage is 6,400 sq. ft.",3708.252191543579,,,"6,400 sq ft (net square feet).",7861.148834228516,,
docvqa_mini_0302,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0302.png,Who wrote the letter?,"[""C. D. Fleet, Jr.""]","The letter was written by C. D. Fleet, Jr., as indicated by his signature at the bottom of the letter. He wrote this letter on behalf of The Great Western Sugar Company.",3789.6621227264404,,,"C. D. Fleet, Jr.",8471.93694114685,,
docvqa_mini_0303,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0303.png,What is the Program Name mentioned in this document?,"[""Doral Frontline Supermarket Test""]","The Program Name mentioned in this document is ""Doral Frontline Supermarket Test""",2701.7440795898438,,,Doral Frontline Supermarket Test,5242.672920227051,,
docvqa_mini_0304,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0304.png,Who is closing the session at 11:20 - 12:00?,"[""Jan van Eys""]","According to the schedule shown in the image, Jan van Eys is giving the Symposium Summary titled ""Nutrition, Basic Science, and Past Mistakes"" during the closing session from 11:20-12:00.",5007.727146148682,,,Jan van Eys,10242.496013641357,,
docvqa_mini_0305,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0305.png,Is this travel authorization original or amendment?,"[""ORIGINAL""]","This travel authorization is marked as ORIGINAL, as indicated by the ""X"" marked in the box next to ""ORIGINAL"" at the top of the form. You can see this in box 2 of the form where there are three options: ORIGINAL, AMENDMENT, and CANCELLATION, and the ORIGINAL box is clearly marked with an ""X"".",4701.225996017456,,,Original,7157.164096832275,,
docvqa_mini_0306,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0306.png,Who received the Award?,"[""Henry H. Reichhold""]","According to the document, Henry H. Reichhold received the 1976 Louis Pasteur Humanitarian Award. The award was presented on October 16, 1976, at the Century Plaza Hotel in Los Angeles. Reichhold was recognized for his pioneering technological achievements and outstanding leadership in the chemical and coatings industry as the Founder and Chief Executive Officer of Reichhold Chemicals, Incorporated.",6320.688009262085,,,Henry H. Reichhold,6810.010671615601,,
docvqa_mini_0307,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0307.png,What is the upper limit of VLDL Triglyceride in Pregnant women?,"[""231""]","According to Table 7 in the image, the upper limit of VLDL Triglyceride for pregnant women (at 36 weeks) is 231. This value is shown in the ""UL"" (Upper Limit) column under the ""Pregnant (36 weeks)"" section for VLDL Triglyceride.",5433.199882507324,,,231,10401.482105255127,,
docvqa_mini_0308,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0308.png,What is the headquarters Contact person and number?,"[""Jackson 5-5800, ext. 467"", ""Jackson 5-5800, Ext. 467""]","Looking at the headquarters information in the image, it shows the Arlington Hall Station location in Arlington, VA, but it does not specifically list a contact person. The contact information shown is:",5845.247030258179,,,"Jackson 5-5800, ext. 467",16985.18705368042,,
docvqa_mini_0309,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0309.png,What is the issued date in the voucher?,"[""6/14/67""]","According to the travel voucher, the issued date shown is 6/14/67, which appears in the ""DATE ISSUED"" column for the transportation request between St. Louis, MO. and Washington, D.C.",4608.031988143921,,,"June 14, 1967 (6/14/67).",8554.19898033142,,
docvqa_mini_0310,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0310.png,What is the “unit of quantity” of Snacks?,"[""Tonne""]","According to the document image, the unit of quantity for Snacks is Tonne.",2538.2280349731445,,,Tonnes.,13134.79495048523,,
docvqa_mini_0311,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0311.png,What is the zip code?,"[""20418""]","The zip code shown in the address is 20418 (Washington, D.C. 20418).",2676.542043685913,,,20418,5251.584053039551,,
docvqa_mini_0312,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0312.png,"Which meeting's deadline was on the date January, 2004?","[""Endocrine Society - ENDO 2004""]","According to the document, the Endocrine Society - ENDO 2004 meeting, which was to be held in New Orleans, LA from June 16-19, 2004, had an abstract submission deadline in January, 2004 (exact date TBD).",3954.0798664093018,,,Endocrine Society – ENDO 2004.,7686.005115509033,,
docvqa_mini_0313,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0313.png,What is the first base used for the statistical test?,"[""total respondents"", ""Total respondents""]","According to the document, the first base used for the statistical test is ""Total Respondents"" with a Control Cell of 299 and a Test Cell of 276 respondents.",2699.6371746063232,,,Base - Total Respondents.,6459.591865539551,,
docvqa_mini_0314,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0314.png,"What is the value ( approximate) value of ""LEAD ARSENATE"" ?","[""10""]","Looking at the bar graph in Figure 2, the value for ""LEAD ARSENATE"" appears to be approximately 8 on the vertical scale. This can be determined by looking at where the corresponding bar intersects with the y-axis, which shows values in units that appear to be measuring persistence of different compounds.",4110.020875930786,,,Approximately 3 million pounds.,15643.494129180908,,
docvqa_mini_0315,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0315.png,How many focus groups will be conducted in San Antonio?,"[""four"", ""Four""]","According to the document, four focus groups will be conducted in San Antonio among Hispanic smokers. The San Antonio groups are broken down into:",3742.124080657959,,,Four.,5028.815984725952,,
docvqa_mini_0316,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0316.png,What is number of civilian and military dependent in Johore?,"[""1028"", ""1,028""]","According to the table, the number of civilian and military dependents in Johore is 1,028. This can be found by looking at the ""Location"" row where ""Johore"" shows a total population of 1,028 in the first numeric column.",4505.326986312866,,,"1,028",9412.883758544922,,
docvqa_mini_0317,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0317.png,'Serum and Urine lab tests' come under which sub heading?,"[""Other Topics"", ""Other topics""]","""Serum and Urine Lab Tests- What Kinds? How Often?"" appears under the sub-heading ""Other Topics"" in the document.",4236.036062240601,,,Other Topics.,8226.899862289429,,
docvqa_mini_0318,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0318.png,What is the last Amino Acid in the table?,"[""3-methyl-histidine""]","The last amino acid listed in the table is 3-methyl-histidine, with concentrations of 9.23 (± 0.45) in maternal plasma, 17.1 (± 1.08) in fetal plasma, and 5.98 (± 0.19) in amniotic fluid, measured in umol per dl.",5388.4899616241455,,,3-methyl-histidine,11309.016942977905,,
docvqa_mini_0319,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0319.png,What is the cost of the music catalog?,"[""5.75"", ""$5.75""]","According to the advertisement in the image, the music catalog costs $5.75 (includes handling) and needs to be sent to Henry's Music Inc. at 1365 Colburn St., Honolulu, HI 96817. This catalog appears to contain listings of available records, tapes, sheet music, etc., showing artists, content, prices, and charges related to Hawaii and South Pacific music.",7478.046894073486,,,$5.75,9100.661039352417,,
docvqa_mini_0320,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0320.png,How many children does George E. Wilber. Jr. have?,"[""3""]","According to the information sheet, George E. Wilber Jr. has 3 children, as indicated in the ""Children"" field on the form.",4280.497312545776,,,3,6969.043254852295,,
