sample_id,image_path,ground_truth,language,dataset,prediction_azure_intelligence,inference_time_ms_azure_intelligence,tokens_used_azure_intelligence,error_azure_intelligence,prediction_donut,inference_time_ms_donut,tokens_used_donut,error_donut,prediction_mistral_document_ai,inference_time_ms_mistral_document_ai,tokens_used_mistral_document_ai,error_mistral_document_ai

## 네이티

첫 네이트 때 이거 보고 성공했잖아
주위에 엄청 추천했어
진짜 옥탑방고양이 최고야 최고!

재간랑하러 왔어요.
두잔 예약이요.

![img-0.jpeg](img-0.jpeg)",1435.9819889068604,,
icdar_tr_img_05352,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05352.jpg,"LACQUER
STICK
LACQUER
STICK
HOT
01
가십
선명한
완벽한
컬러
발색력
&
스틱라커
핏팅력의
새미매트
###","Symbols, Korean, None, Latin",ICDAR_mini,"LACQUER
STICK
LACQUER
STICK
HOT 01 가십
선명한 발색력 & 완벽한 컬러
핏팅력의 새미매트 스틱라커
OAL",2515.3648853302,,,<s_menu><s_nm> TEA,468.60718727111816,,,"![img-0.jpeg](img-0.jpeg)

# 선명한 발생력 &amp; 완벽한 컬러
## 핏팅력의 새미매트 스틱라커",1451.2882232666016,,
icdar_tr_img_05363,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05363.jpg,"지하1-2층
쇼핑타운
C동,
B,
A,
의류부자재","Mixed, Korean, Latin",ICDAR_mini,"A, B, C동, 쇼핑타운 지하1~2층
의류부자재",2600.947856903076,,,"<s_menu><s_nm> A, B, Cg,,쇼랑타운 지하실 2층</s_menutype_cnt></s_total>",909.4479084014893,,,"A, B, C否, 卡节任意 方四1 2 否
![img-0.jpeg](img-0.jpeg)",2930.6108951568604,,
icdar_tr_img_05370,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05370.jpg,담배,Korean,ICDAR_mini,"라
H",11645.705223083496,,,<s_menu><s_nm>,506.1838626861572,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",2275.7632732391357,,
icdar_tr_img_05372,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05372.jpg,"###
911
SEGURITY
첨단전자경비시스템
011","Latin, None, Korean",ICDAR_mini,"Ssicinrr
첨단 전자경비시스템",2644.3099975585938,,,<s_menu><s_nm>,441.5891170501709,,,"![img-0.jpeg](img-0.jpeg)

첼단전자경비시스템",2541.3668155670166,,
icdar_tr_img_05382,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05382.jpg,"81
치즈피자
###","Korean, None, Latin",ICDAR_mini,"81
치
피
자",2699.5229721069336,,,<s_menu><s_nm>,736.1619472503662,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",1652.113914489746,,
icdar_tr_img_05406,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05406.jpg,"매매
###
###
###
###
###
###
###
전월세
###
###
###
###
###
###
###
###
###
###
투자상담","Korean, None, Latin",ICDAR_mini,"매매 전월세 투자상담
010-3778-8448
966-3300
이제는 국가에서 기원합니다.
상/당/문/의 TEL 02. 966. 1080
010-3778-8448
~0480
996-1974",3720.738172531128,,,<s_menu><s_nm>,448.49300384521484,,,# 白日祝禱告重大會計,1575.0699043273926,,
icdar_tr_img_05413,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05413.jpg,"왕갈비탕
어린이보호구역
여기부터
냉면
속도를
줄이시오
어린이보호
안신
###
###
###
N
###
###
###
###
주차금지
###
###
협조
부탁드립니다
###
갈비정원","Latin, None, Korean",ICDAR_mini,"어린이보호구역
여기 부터
속도를 줄이시오
어원이보호
왕
냉
면
1
탕
에구 정동
주차금지
협조 부탁드립니다
갈비 평 원",2539.6480560302734,,,<s_menu><s_nm>,445.50299644470215,,,"# 어린이보호구역 

![img-0.jpeg](img-0.jpeg)
![img-1.jpeg](img-1.jpeg)
![img-2.jpeg](img-2.jpeg)
![img-3.jpeg](img-3.jpeg)
![img-4.jpeg](img-4.jpeg)",2268.139123916626,,
icdar_tr_img_05420,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05420.jpg,"###
###
###
###
###
###
XIAOM
###
연에인
""스타롤""
입소문
올리브영
런칭","Korean, None, Latin",ICDAR_mini,"WONY STUR
XIAOMI
연예인 입소문 ""스타롤"" 올리브영 런칭",2532.975196838379,,,<s_menu><s_nm> 얹 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분 여러분,7514.925003051758,,,"![img-0.jpeg](img-0.jpeg)

# **ஜனஜனஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீஜீ",2567.1169757843018,,
icdar_tr_img_05433,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05433.jpg,"벽화마을
###
620m
성
움
###
시
길
FOR
AIL
TRESS
TR
낙산공원
GE
###
315m
불법호객행위금지
Naksan","Korean, None, Latin",ICDAR_mini,"CALLE
GE
불법호객행위금지
낙산 공원
315m
Naksan P
01오노
벽화마을
Ihwa-dong Mural Village
梨花洞壁画村
620m 1
RTRES
TRAIL",3760.503053665161,,,<s_menu><s_nm> YER,455.4438591003418,,,"^{}[] 1

![img-0.jpeg](img-0.jpeg)",1206.5351009368896,,
icdar_tr_img_05435,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05435.jpg,"SKKI
LG
Ha
###
6월행사
###
###
중로
무료모델
G3J7
X스크린
상담환영","Latin, Mixed, None, Korean",ICDAR_mini,"Ha
ド
SANILG
6월행사
무료모
델
G3J7
X스크린
상담환영
V",3690.2809143066406,,,<s_menu><s_nm>,444.5779323577881,,,"# 2019

# 2019

![img-0.jpeg](img-0.jpeg)",1503.3020973205566,,
icdar_tr_img_05437,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05437.jpg,"육포
전품목
###
###
원
한몫잡기
###
###
###
###
###
###
###
현대카드
신한카드
삼성카드
BC제외
※신한","Latin, Mixed, None, Korean",ICDAR_mini,"전품목
한몫잡기
신한카드
※신한 BC제외
삼성카드
현대카드
生出版
生生物社
원",4921.974658966064,,,<s_menu><s_nm> BOLDEN,510.01787185668945,,,"# 옥포 천문학
한문잡기

![img-0.jpeg](img-0.jpeg)",2223.4880924224854,,
icdar_tr_img_05438,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05438.jpg,"맥카페
플레이스
R
이벤트
특별
1잔
아메리카노
M
아이스
베이글
+","Symbols, Korean, Latin",ICDAR_mini,"맥카페 플레이스
특별
뇌 이벤트
아이스 아메리카노 M 1잔
+ 베이글",2639.162063598633,,,<s_menu><s_nm> 아이스 아메리카노(M) 1짠 ++ 베이글</s_total>,583.7459564208984,,,"# 매크버리. 올해의 스토브 이메일

아이스 아메리카노(☯) 1장
+ 베이글",2491.270065307617,,
icdar_tr_img_05445,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05445.jpg,"쓰레기를
버리지
마세요
넹
됩시다.
매너있는
이
'시립대인'
버리는
자기가
쓰레기는
자기
강의실
쓰는
함께
♬","Symbols, Korean",ICDAR_mini,"쓰레기 를 버리지 마세요
L+1
厅 함께 쓰는 강의실, 자기 쓰레기는 자기가 버리는 매너있는 '시립대인'이 됩시다.",2658.618211746216,,,<s_menu><s_nm> 另一方面 버리지 마 서 요 합니다.,523.9260196685791,,,"# 쓰레기 를 버 리 지 마 세 요 

ㅅㅅ 함께 쓰는 강의실, 자기 쓰레기는 자기가 버리는 매너있는 '시립대인'이 뀁시다.",2145.604133605957,,
icdar_tr_img_05447,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05447.jpg,"###
BEVERAGE
플라스틱","Korean, Latin",ICDAR_mini,"BEVERAGE
플라스틱",3654.9298763275146,,,<s_menu><s_nm> EVERA,464.1690254211426,,,"![img-0.jpeg](img-0.jpeg)

# 2014

![img-1.jpeg](img-1.jpeg)

![img-2.jpeg](img-2.jpeg)",2188.2688999176025,,
icdar_tr_img_05448,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05448.jpg,"사다리주의
산업재해예방
안전보건공단
e
고용노동부","Latin, Korean",ICDAR_mini,"사다리주의
고용노동부
산업재해예방
안전보건공단",2656.7420959472656,,,<s_menu><s_nm> 1裝チャ LEAGUENGE,957.6098918914795,,,"# (8)

## 사다리주의

![img-0.jpeg](img-0.jpeg)

고용노동부

산천제해예방
안전보건공단",3029.0870666503906,,
icdar_tr_img_05470,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05470.jpg,"YBM
시
동시등록
첫토익
할인
23%
최대
수강료
정기토익응시권
인강
가이드북
新토익
+
첫토익팩
(20%할인권+필기구SET)
증정
모두","Symbols, Mixed, Korean, Latin",ICDAR_mini,"YBM
첫토익
동시등록 시
수강료 최대 23% 할인
정기토익응시권
新토익 가이드북+인강
첫토익팩(20%할인권+필기구SET)
모두 증정",2529.0911197662354,,,<s_menu><s_nm> 수료최대 23% 할인 종기획응시퀀 데이터 가이드+인강 철토익재(20%營)원+일기구SET)</s_total_price></s_total>,699.1541385650635,,,"![img-0.jpeg](img-0.jpeg)

# 수강료 최대 23\% 할인 

정기토익응시권
新토익 가이드북+인강
첫토익팩(20\%할인권+필기구SET)
모두 증정",2277.2457599639893,,
icdar_tr_img_05472,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05472.jpg,"냉모밀
5.000
Cold
buckwheat
noodle
###
###
###
매운해산물쌀국수
###
7.000
rice
Spicy
noodle
seafood
soup
고기쌀국수
6.000
noodle
soup
###
보
###
포
###
phoBo
SKKU
in
2009
Since","Latin, None, Korean",ICDAR_mini,"냉모밀 5,000
Cold buckwheat noodle
매운해산물쌀국수 7,000
Spicy seafood rice noodle soup
고기쌀국수 6.000
e noodle soup
E
E
E
5.000
p
PhoBo
Since 2009 in SKKU",2573.622941970825,,,<s_menu><s_nm> Cold buck wheat noode</s_nm><s_unitprice> 5.000</s_unitprice><s_cnt> 6.000</s_cnt><s_price> 5.000</s_price><sep/><s_nm> Solcy seafood ice moddle soul</s_nm><s_unitprice> 6.000</s_unitprice><s_cnt> 6.000</s_cnt><s_price> 7.000</s_price></s_menu><s_total><s_total_price> 5.000</s_total_price></s_total>,832.6282501220703,,,"![img-0.jpeg](img-0.jpeg)

# 대문해산물쌀국수 7.000

Spicy seafood rice noodle soup

## 대문해산물쌀국수 6.000

rice noodle soup

![img-1.jpeg](img-1.jpeg)

Since 2009 in SKKU",2591.4227962493896,,
icdar_tr_img_05476,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05476.jpg,"힐링
열기
상대방
속마음
사주
타로
&
うちない
###
日本蕓
###
한옥건물첫집
47번가
찾집
###
###
47번가
찻집
###
###
###","Symbols, None, Japanese, Korean",ICDAR_mini,"-힐링-
상대방 속마음 않기
사주&타로
うらない
日本語 相談
47번가
츠집
47번가 찻집",2540.6742095947266,,,<s_menu><s_nm> U+주&E}로</s_unitprice><s_cnt> 55</s_cnt><s_price> 47歷7)</s_price><s_sub><s_nm>,580.3782939910889,,,"![img-0.jpeg](img-0.jpeg)

# 2015",2009.1607570648193,,
icdar_tr_img_05485,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05485.jpg,"###
###
연금복권
즉석복군판매
연금
+
925-3467
###
###
###
###
RO","Latin, Symbols, Korean",ICDAR_mini,"매달 500만원씩 20년동안 !!
연금복권 520
연금 + 즉석복권 판매
FY
ONTV/DELI
ROE
ORENTINA
ID
OC
▷ 돼지표본드
G-5251
20-510
RO
525-8647
DIDNOT 966-31",2591.917037963867,,,<s_menu><s_nm> 016-7602</s_unitprice><s_cnt> 590</s_cnt><s_price> 5251</s_price></s_menu>,550.6081581115723,,,"# 인금 + 축석복권 판매

![img-0.jpeg](img-0.jpeg)",1389.1398906707764,,
icdar_tr_img_05501,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05501.jpg,"람을
개힌한
브리즈
젠틀
향기로
부드러운
포근하고
마음올
차분하게
₩22,000/100ml","Mixed, Korean",ICDAR_mini,"나를바람을 재현한 향기
젠틀 브리즈
포근하고 부드러운 향기로
마음을 차분하게
₩22,000/100ml",2555.9918880462646,,,"<s_menu><s_nm> 잰블 브리즈 문하고 부드러운 향기로 마음 차분하게 누22,000/100ml</s_total>",624.492883682251,,,"전통 재현한 학기

# 전통 브리즈

포근하고 부드러운 향기로
마음을 차분하게

w22,000/100ml",1788.585901260376,,
icdar_tr_img_05505,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05505.jpg,"리어
인테
토틸
###
###
###
싯시,
진기조명,
위싱도기,
PRIX
PETITS
잔면기,
A
COIFFURE
무디믹,
LA
###
###
###
###
어
###
고
###
###
###
###
리테스
###
자
###","Latin, None, Korean",ICDAR_mini,"인테
리어
LA COIFFURE
A PETITS PRIX
기분 좋은 가격, 고품질 헤어실행
品質스 No.1 禁售鬆
환자 들",2574.044942855835,,,<s_menu><s_nm>,495.67103385925293,,,"# 연령

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

^{}[] LA COIFFURE À PETITS PRIX
기본 좋은 가격, 고품질 먹어설명
2008.06.02 17:50
부동산, 재난시 연령인
1000만명(1000만명/일년)",1712.8498554229736,,
icdar_tr_img_05509,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05509.jpg,"SINCE
1924
본연의
소주
깊고
긴한맛
###","Korean, None, Latin",ICDAR_mini,"SINCE 1924
소주 본연의
깊고 진한 맛
차",2608.8411808013916,,,<s_menu><s_nm> SINCE 1924</s_nm><s_cnt> 2</s_cnt><s_price> Sverige<s_cnt> 2</s_cnt><s_price> Sverige<s_cnt> 2</s_cnt><s_price> Sverige</s_changeprice></s_total>,888.1490230560303,,,"# SINCE 1924 

![img-0.jpeg](img-0.jpeg)",2377.0220279693604,,
icdar_tr_img_05518,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05518.jpg,"항공우주종합
설계실습실",Korean,ICDAR_mini,"항공우주종합
설계실습실",2496.8299865722656,,,<s_menu><s_nm>,427.6587963104248,,,"# 철제
방식
관제
합계",1997.3256587982178,,
icdar_tr_img_05535,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05535.jpg,"###
###
###
###
###
###
###
긴급대피마스크
###
K
###
###
###
###
재
###
###
###
###
###
긴급대피마스
SC
###
마스크
###
SCA
119FN
###
KS
FN
###
FN
표시인증
K
###
KSM
A
K
6766:2011
###
###
###
###
표시인증
###
08-04320
###
###
11
###
###
###
화재용
###
긴급대피마스크
###
###
###
###
###
사용방법
###
표시된
###
화살표
###
방향으로
사용하십시오.
###
###
2
고정된
###
###
하십시오
###
###
###
###
###
###
고정된
분리
###
2
###
###
###
###
###
하십시오
###
3
3
###
###
###
###
고정
###
화살표
###
2
###
###
###
사용하십시오
###
###
###
화재발생시
사용
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
119FN
###
###
###
###
###
67
###
###
CE
표시인증
제08
###
###
###
###
###
###
6766:2011
###
###
표시인정
###
0432호
###
###
###
###
화재용
긴근대피마그크
###
###
###
###
화재용
###
###
###
않습니다.
###
부당하지않습니다.)
###
###
분각
아개를
###
고정된
방향으로
2
화살표
###
###
하십시오
유지하십시오
###
1
개봉하십시오.
###
###
###
###
###
###
###
CTHER
###
###
분각
###
고정된
개봉하십시오
2
###
2
방향으르
하십시오.
화갈표
###
자를
###
###
###
화재시
###
###
###
###
###
화재시
###
###
###
###
###
###
###
san","Latin, None, Korean",ICDAR_mini,"철취선
SCA
LK
KS M 6766 : 26
표시인증 제 08 - 0432
세 호밀면서 없습니다)
포장지를 화살표 방향으로
기에하십시오.
2
2
1
2
7 메시지를 하이드 방향으로
2
고장
화재시
화재발생시 사용
56집
FN
CE
2198
KS M 6766:2011
LK7 표시さき 치매~0432호
화재용 긴급대피마스크 착용방법
화재용 긴급대피
유 하의를 부담하지 않습니다.]
포장지를 화살표 방향으로
개봉하십시오.
2
1
고양된 마개를 문
지를 화살표 방향으로
하십시오.
2
내_ 네 개하고 안전하게 대피할 수 있는 하지용 긴급대피다
San
119FN
SC
119F
KS M 679
표시인증 제 08
KS M 670.
표시인증 제 08 - 15.
하재용 긴급대피마스크 착용방법
동의 한 주지 않습니다.)
고정된 나열 라
1
포장지를 의신규 방향으로
HER
CY
Sanch on
과세ㅎ
긴급대피마스
KS M
Mes OFN
A 119FN
화재용 긴급대피마스크 착용영업
3
화재용 간주
■ 화살표 방향으로
하십시오.
3
화재시 산(이고
화재용
긴급대피마스크
SCA 119FN
LK
KS M 6766:2011",2735.495090484619,,,<s_menu><s_nm> 119FN</s_total_price></s_total>,533.3619117736816,,,"![img-0.jpeg](img-0.jpeg)

# ![img-1.jpeg](img-1.jpeg)",2326.5018463134766,,
icdar_tr_img_05537,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05537.jpg,"###
시크릿
###
###
###
대학로
4층
본점
₩8,000(1인)
이용시간:2시간","None, Korean",ICDAR_mini,"0月
카페
시크릿
대학로 본점 4층
₩ 8,000 (1인)
이용시간 : 2시간",2559.019088745117,,,"<s_menu><s_nm> W 8,000</s_unitprice><s_cnt> 1</s_cnt><s_price> (1 )</s_price></s_menu><s_total><s_total_price> 2시간</s_total_price></s_total>",607.3670387268066,,,"# 재활용

대학로 본점 4층

₩ 8,000 (1인)

이용시간: 2시간",1443.5017108917236,,
icdar_tr_img_05541,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05541.jpg,"###
공영주차장
자양4동
일일주차
없음
24시간
운영
시간
시간당
1,800원
요금
###
###","Latin, Korean",ICDAR_mini,"자양 4 동 공영주차장
일일주차 없음
운영 시간 24시간
시간당 요금 1,800원
CCTV 자도츠",2599.116086959839,,,<s_menu><s_nm> AUG 24412</s_unitprice><s_cnt> 3</s_cnt><s_price> 249.0</s_price></s_menu><s_total><s_total_price> 1 8000</s_total_price></s_total>,638.1418704986572,,,"![img-0.jpeg](img-0.jpeg)

# **지역 4동 59주차장**

![img-1.jpeg](img-1.jpeg)",2395.6849575042725,,
icdar_tr_img_05542,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05542.jpg,수거함,Korean,ICDAR_mini,"수
그거한",2639.0092372894287,,,<s_menu><s_nm>,456.9120407104492,,,"# A F 

![img-0.jpeg](img-0.jpeg)",2266.9150829315186,,
icdar_tr_img_05544,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05544.jpg,"Study
###
Coffee
OM
네일&속눈썹
###
###
###
###
ADT
###
###
1580-6400
BANDI
BLOSSOM
NAIL
###
Nail
###
Blos
###
###","Latin, None, Korean",ICDAR_mini,"Coffee
Study
OM
네일 & 속눈썹
агаТ-ГРАД-ОГО:ЯН аГаГ-100.7 710
NATI KIDSSOM
• 파고드는 내항성 발등
간단한 제보므로 오늘도 아테도
확실하게 페 드합니다.
5
aBY-raA
대스경비구역
ADT
1588-6400
BANDY
Nail Blos",2635.3490352630615,,,<s_menu><s_nm> Coffee Studio</s_menuqty_cnt></s_total>,497.97511100769043,,,"# coffee study rammy 

![img-0.jpeg](img-0.jpeg)

Nail Blos
manicur",2747.321128845215,,
