sample_id,image_path,printed_image_path,dataset,ground_truth,azure_intelligence_prediction,azure_intelligence_prompt,azure_intelligence_ground_truth_inference_time_ms,azure_intelligence_prediction_inference_time_ms,azure_intelligence_tokens_used,azure_intelligence_ground_truth_error,azure_intelligence_prediction_error,azure_intelligence_timestamp,mistral_document_ai_prediction,mistral_document_ai_prompt,mistral_document_ai_ground_truth_inference_time_ms,mistral_document_ai_prediction_inference_time_ms,mistral_document_ai_tokens_used,mistral_document_ai_ground_truth_error,mistral_document_ai_prediction_error,mistral_document_ai_timestamp
iam_287_f07-021b,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_287_f07-021b/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_287_f07-021b/printed.png,IAM_mini,"Does one, however, know who first thought of boiling water and food? The ancient
Britons, I believe, used to make water hot by dropping a red-hot poker into it, because
their pots would not stand fire; but Jacob must have had one that would, because Esau
sold his birthright to him for a mess of pottage - and then we hear of the fleshpots of
Egypt after which the Israelites sighed.","Does one, however know who first thought
of boiling water and food ? The ancient
Britons, I believe , used to make wak hot
bv dropping a red hot poler into it
because their pots would not stand fire ;
but Jacob must have had one that
would , because Esam sold his birthright
to him for a mess of pottage - and then
we hear of the flesh pots of Egypt
after which the
Israelites sighed",,2474.2629528045654,2533.4908962249756,,,,2025-12-30T19:53:05.664681,"Does one, however, know who first thought of boiling water and food? The ancient Britons,
I believe, used to make water hot by dropping a red-hot pole into it, because their
pots would not stand fire; but Jacob must have had one that would, because Esau
sold his birthright to him for a mess of pottage - and then we hear of the fleshpots of
Egypt after which the Israelites sighed.",,1556.1590194702148,2539.6180152893066,,,,2025-12-30T20:34:00.083762
iam_288_f07-019a,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_288_f07-019a/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_288_f07-019a/printed.png,IAM_mini,"Epicures and gourmands, sated by the unending procession of dishes from those mam-
moth kitchens of the 18th century - that amazing epoch of grossness and delicacy -
sought inspiration at last from the dishes of the country, and, instead of gorging the eye
with magnitude, began to understand the value of intelligent selection and comparative
simplicity, though nowadays their simplified meals would seem quite monstrous.","Epicures and gourmands, sated by the unending.
procession of dishes from those mammoth kitchens
of the 18th century - that amazing epoch of
grossness and delicacy - sought inspiration at last from
the dishes of the country , and , instead of gorging the
eye with magnitude , began to understand the value of
intelligent selection and comparative simplicity , though
nowadays their simplifield meals would seem quite
monstrous.",,4861.958026885986,2772.2718715667725,,,,2025-12-30T19:55:48.841296,"Epicures and gourmands, sated by the unending procession of dishes from those mam-
moth kitchens of the 18th century - that amazing epoch of grossness and delicacy -
sought inspiration at last from the dishes of the country, and, instead of gorging the eye
with magnitude, began to understand the value of intelligent selection and comparative
simplicity, though nowadays their simplified meals would seem quite monstrous.",,2246.1042404174805,2284.857749938965,,,,2025-12-30T20:36:02.626284
iam_288_f07-024a,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_288_f07-024a/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_288_f07-024a/printed.png,IAM_mini,"Anyhow, Homer does not seem to have known any way of cooking meat except by
roasting and boiling. When Achilles gave a royal feast the principal dish was a grill,
which he cooked himself, and he knew how to do it, too: - When the languid flames at
length subside, He throws a bed of glowing embers wide; Above the coals the smoking
fragment turns, And sprinkles sacred salt from lifted urns.","Anyhow , Homer does not seem to have known any
way of cooking meat except by roasting and boiling .
When Achilles gave a royal feast the principal dish
was a grill , which he cooked himself , and he knew
how to do it , too : - When the languid flames at
length subside , He throws a bed of glowing
embers wide ; Above the coals the smoking
fragment turns, And sprinkles sacred salt from
lifted urns",,2508.0299377441406,2760.0369453430176,,,,2025-12-30T19:49:24.188152,"Anyhow, Homer does not seem to have known any way of cooking meat except by
roasting and boiling. When Achilles gave a royal feast the principal dish was a grill,
which he cooked himself, and he knew how to do it, too: - When the languid flames at
length subside, He throws a bed of glowing embers wide; Above the coals the smoking
fragment turns, And sprinkles sacred salt from lifted urns.",,2118.932008743286,3426.8128871917725,,,,2025-12-30T20:31:06.924612
iam_289_f07-032b,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_289_f07-032b/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_289_f07-032b/printed.png,IAM_mini,"By delicate application of odours and richly-distilled perfumes, these refined voluptuar-
ies aroused the fainting appetite and added a more exquisite and ethereal enjoyment
to the grosser pleasures of the board. The gratification of the sense of smelling was a
subject of no little importance to the Romans. They considered flowers as forming a
very essential article in their festal preparations; and it is the opinion of Bassius that
at their desserts the number of flowers far exceeded the number of fruits.","By delicate application of odours and richly -
distilled perfumes , these refined voluptuaries
aroused the fainting appetite and added a
more exquisite and ethereal enjoyment to
the grosser pleasures of the board . The grafi-
fication of the sense of smelling was a
Subject of no little importance to the Romans .
They considered flowers as forming a very
essential article in their festal preparations ;
and it is the opinion of Bassius that
at their desserts the numbers of flowers
for exceeded the number of fruits.",,2996.1447715759277,2801.5029430389404,,,,2025-12-30T19:27:01.361129,"By delicate application of odours and richly-distilled perfumes, these refined voluptuar-
ies aroused the fainting appetite and added a more exquisite and ethereal enjoyment
to the grosser pleasures of the board. The gratification of the sense of smelling was a
subject of no little importance to the Romans. They considered flowers as forming a
very essential article in their festal preparations; and it is the opinion of Bassius that
at their desserts the number of flowers far exceeded the number of fruits.",,2294.2709922790527,1713.8798236846924,,,,2025-12-30T20:14:20.231294
iam_289_f07-039b,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_289_f07-039b/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_289_f07-039b/printed.png,IAM_mini,"According to Pliny, and others, certain herbs and flowers proved of sovereign power
in preventing the approaches of ebriety, or, as Bassius less clearly expresses it, in
clarifying the functions of the brain. It is said that there is nothing new under the
sun, but regarding foodstuffs the traveller occasionally encounters a certain measure
of novelty.","According to Pliny , and others , certain
herbs and flowers proved of sovereign
power in preventing the approaches of
ebriety , or, as Bassins less clearly
expresses it , in clarifying the functions
of the brain . It is said that there is
nothing new under the sun , But regarding
foodstuffs the traveller occasionally
encounters a certain measure of novelty.",,2448.2321739196777,2600.480079650879,,,,2025-12-30T19:50:05.636042,"According to Pliny, and others, certain herbs and flowers proved of sovereign power in
preventing the approaches of ebriety, or, as Bassius less clearly expresses it,
in clarifying the functions of the brain. It is said that there is nothing new
under the sun, but regarding foodstuffs the traveller occasionally encounters a
certain measure of novelty.",,1971.3482856750488,2519.0107822418213,,,,2025-12-30T20:31:39.955676
iam_290_f07-046b,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_290_f07-046b/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_290_f07-046b/printed.png,IAM_mini,"Among the natives of Northern Australia lizards roasted on the point of a spear are
definitely a delicacy while Mediterranean peoples have a high opinion of the octopus
as an article of diet. So have the Japanese and the Chinese. The Celestials, apart
from eating it fresh, squash it, press it and dry it, in which form, dusted over with
flour, you will find a stack of it in almost any provision shop.","Among the natives of Northern Australia Lizards
roasted on the point of a spear are definitely
a delicacy while Mediterranean peoples have a
high opinion of the octopus as an article of diet .
So have the Japanese and the Chinese . The
Celestiales, apart from eating it fresh , squash
it , press it and dry it , in which form , dusted
over with flour , you will find a stack of it
in almost any provision shop.",,2454.8239707946777,4808.680057525635,,,,2025-12-30T19:47:22.459178,"Among the natives of Northern Australia Lizards roasted on the paint of a spear are definitely
a delicacy while Mediterranean peoples have a high opinion of the octopus as an article of
diet. So have the Japanese and the Chinese. The Celestiales, apart from eating
it fresh, squash it, press it and dry it, in which form, dusted over with flour, you will find a
stack of it in almost any provision shop.",,1591.7918682098389,2503.0558109283447,,,,2025-12-30T20:29:40.432453
iam_291_f07-081b,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_291_f07-081b/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_291_f07-081b/printed.png,IAM_mini,"The French have an inborn appreciation of good food and the gusto which they derive
from gastronomy is intellectual and aesthetic as well as physical. There is the same
finesse about their feeding, the same subtle delicacy of touch, the same unfailing sense
of proportion as exists among her writers, music composers and other exponents of
things that are typically French.","The french have an inborn appreciation of good food and
the gusto which they derive from gastronomy is intellectual
and aesthetic as well as physical . There is the same finesse
about their feeding , the same subtle delicacy of touch
the same unfailing sense of proportion as exists among
her writers, music composers and other exponents of
things that are typically French.",,2471.388816833496,6032.402038574219,,,,2025-12-30T19:43:33.115354,"The French have an inborn appreciation of good food and the gusto which they
derive from gastronomy is intellectual and aesthetic as well as physical. There is the same
finesse about their feeding, the same subtle delicacy of touch, the same unfailing
sense of proportion as exists among her writers, music composers and other exponents of
things that are typically French.",,1537.4889373779297,2433.314800262451,,,,2025-12-30T20:27:00.155248
iam_292_f07-092a,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_292_f07-092a/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_292_f07-092a/printed.png,IAM_mini,"Dante Gabriel Rossetti had simple tastes in food. At one dinner he is said to have
been blind to the charms of turbot and to have been much more interested in the dish
in which it was served. He turned it over on the table cloth to examine the marks on
the back without going through the formality of having his turbot removed first.","Dante Gabriel Rossetti had simple tastes
in food . At one dinner he is said to have
been blind to the charms of turbot and
to have been much more interested
in the dish in which it was served . He
turned it over on the table cloth to
examine the marks on the back
without going through the formality
of having his turbot removed first .",,3630.094051361084,2664.0841960906982,,,,2025-12-30T19:06:49.880153,"Dante Gabriel Rossetti had simple tastes in food. At one dinner he is said to have
been blind to the charms of turbot and to have been much more interested in the dish
in which it was served. He turned it over on the table cloth to examine the marks
on the back without going through the formality of having his turbot removed first.",,1841.7718410491943,3513.3309364318848,,,,2025-12-30T19:59:59.002831
iam_293_f07-092b,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_293_f07-092b/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_293_f07-092b/printed.png,IAM_mini,"Dante Gabriel Rossetti had simple tastes in food. At one dinner he is said to have
been blind to the charms of turbot and to have been much more interested in the dish
in which it was served. He turned it over on the table cloth to examine the marks on
the back without going through the formality of having his turbot removed first.","Dante Gabriel Rosetti had simple tasks in food. At one
dimer he is said to have been blind to the charms of
turbot and to have been much more interested in the
disk in which it was served . He turned it over
on the table cloth to exame the marks on the back
without going through the formality of living bis turbot
removed first",,2546.5688705444336,2660.6149673461914,,,,2025-12-30T19:56:16.668104,"Dante Gabriel Bonetti had simple tasks in food. At one dinner he is said to have been blind to the charms of
turbot and to have been much more interested in the dish in which it was served.
He turned it over on the table cloth to examine the marks on the back without going
through the formality of having his turbot removed first.",,1710.174322128296,2467.7891731262207,,,,2025-12-30T20:36:24.257875
iam_293_f07-096,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_293_f07-096/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_293_f07-096/printed.png,IAM_mini,"Wagner was a highly practical feeder. He ate very fast, placing his food in his mouth
and gulping it down as he talked. Brigham Young would make a dinner on tripe which
he washed down with beer. A writer who had dinner with Dickens says the menu was
Whitstable oysters, a brown sole, a baked leg of mutton with oyster veal stuffing and
a gin punch.","Wagner was a highly practical feeder . He ate very fast ,
placing his food in his mouth and gulping it down as
he talked . Brigham Young would make a dinner on tripe
which he washed down with beer . Awriter who had dimner
with Dickens says the menu was Whittable oysters , a brown
role , a baked leg of mutton with opter real stuffing and a
gm punch",,3230.6439876556396,2787.2660160064697,,,,2025-12-30T19:25:31.923975,"Dagree was a highly practical feeder. He ate very fast, placing his food in his
mouth and gulping it down as he talked. Brigham Young would make a dinner a
tripe which he washed down with beer. A wink who had dinner with Dickens
says the menu was Whitstable oysters, a brown sole, a baked leg of mutton with
oyster real stuffing and a gin punch.",,1537.6362800598145,2860.83722114563,,,,2025-12-30T20:13:11.956146
iam_293_f07-101b,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_293_f07-101b/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_293_f07-101b/printed.png,IAM_mini,"The same man went to see Carlyle, and, after mentioning that he had dined with
Longfellow told the sage a very funny story which made Carlyle absolutely laugh; but
all the Chelsea philosopher did in return was to ask if his guest would have a cup of
tea!","The same man went to see Carlyle , and , after mentioning
that he had died with Songfellow told the suge a
very funny story which made Carlyle absolutely laugh
but all the chelsea philosopher did in return was to
ask if his guest would have a cup of tea!",,2634.6919536590576,2604.196786880493,,,,2025-12-30T19:53:50.720713,"The same man went to see Carlyle, and, after mentioning that he had dined with
Sonyfellow told the sage a very funny story which made Carlyle absolutely laugh;
but all the Chelsea philosopher did in return was to ask if his guest would have a
cup of tea!",,1065.3750896453857,2224.045991897583,,,,2025-12-30T20:34:32.145662
iam_293_g07-000b,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_293_g07-000b/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_293_g07-000b/printed.png,IAM_mini,"When he saw Trelawny's printed letter, Lord Sidney wrote to Douglas Kinnaird saying
that it was incorrect throughout. He had no sooner heard from Count Gamba and
Fletcher that Byron would have wished his body to return to England than that course
was 'immediately carried into effect' - not in spite of himself and Sir Frederick Stoven,
but with their perfect concurrence, while 'General Adam was at Corfu the whole time
and never interfered in the slightest degree about the matter'.","When he saw Trelawny's printed letter, Said Sydney wrote
to Douglas Khimaid saying that it was incorrect
throughout . He had no sooner heard from Count Sembra
and Fletcher that Byron would have wished his
body to return to England than that course was
imediately carried into effect - not in spite of himself
and Sir Frederick Storen , but with their perfect con-
currence , while General Adam was at Corfu the whole
time and never interfered in the slightest
degree about the maller .",,3453.855037689209,2852.936029434204,,,,2025-12-30T19:29:59.029628,"When he saw Delawng's printed letter, Lord Sidney wrote to Douglas Kinnaird saying
that it was incorrect throughout. He had no sooner heard from Count Gamba and
Stetcher that Byron would have wished his body to return to England than that course was
'immediately carried into effect' - not in spite of himself and Sir Frederick Stoven,
but with their perfect concurrence, while 'General Adam was at Corfu the whole
time and never interfered in the slightest degree about the matter'.",,1739.7549152374268,3018.1150436401367,,,,2025-12-30T20:16:43.772788
iam_294_g07-000a,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_294_g07-000a/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_294_g07-000a/printed.png,IAM_mini,"When he saw Trelawny's printed letter, Lord Sidney wrote to Douglas Kinnaird saying
that it was incorrect throughout. He had no sooner heard from Count Gamba and
Fletcher that Byron would have wished his body to return to England than that course
was 'immediately carried into effect' - not in spite of himself and Sir Frederick Stoven,
but with their perfect concurrence, while 'General Adam was at Corfu the whole time
and never interfered in the slightest degree about the matter'.","WHEN HE SAW TRELAWNY'S PRINTED LETTER .
LORD SIDNEY WROTE TO DOUGLAS KINNAIRD
SAYING THAT IT WAS INCORRECT THROUGHOUT . HE
HAD NO SOONER HEARD FROM COUNT GAMBA AND
FLETCHER THAT BYRON WOULD HAVE WISHET
HIS BODY TO RETURN TO ENGLAND THAN THAT
COURSE WAS IMMEDIATELY CARRIED INTO
EFFECT'- NOT IN SPITE OF HIMSELF AND SIR
FREDERICK STOVEN , BUT WITH THEIR PERFECT
CONCURRENCE , WHILE' GENERAL ADAM WAS AT
CORFU THE WHOLE TIME AND NEVER INTER -
FERED IN THE SLIGHTEST DEGREE ABOUT ...",,2513.9520168304443,2773.6198902130127,,,,2025-12-30T19:06:13.640805,"WHEN HE SAW TRELAWNY'S PRINTED LETTER, LORD SIDNEY WROTE TO DOUGLAS KINNARD
SAYING THAT IT WAS INCORRECT THROUGHOUT. HE HAD NO SOONER HEARD FROM COUNT GAMBA AND
TLETCHER THAT BYRON WOULD HAVE WISHET this BODY TO RETURN TO ENGLAND
THAN THAT COURSE WAS 'IMMEDIATELY CARRIED INTO EFFECT' - NOT IN
SPITE OF HIMSELF AND SIR FREDERICK STOVEN, BUT WITH THEIR PERFECT
CONCURRENCE, WHILE GENERAL ADAM WAS AT CORFU THE WHOLE TIME AND
NEVER INTERFERED IN THE SLIGHTEST DEGREE ABOUT....",,1638.2601261138916,3827.32892036438,,,,2025-12-30T19:59:39.143470
iam_296_g01-016,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_296_g01-016/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_296_g01-016/printed.png,IAM_mini,"These dreary years of ineffective fighting provide obvious morals for those who are
judges long after the event. It seems obvious that, though the longbows of yeomen
could pierce the plate and mail of French knights, a brilliant battle was no substi-
tute for a sound policy, and that, if archers had no target, campaigns became mere
marauding route marches.","These dreary years of ineffective
fighting provide
obvious morato for those who are judges long
after the event . It seems obvious that , though
the longbowo of yesmen would pierce the
plate and wait of French Knights , a brillant
battle was us substitute for a sound policy .
and that , if ardes had no target , campaigns
became were marauding route marches .",,2501.4169216156006,3837.2271060943604,,,,2025-12-30T19:41:47.634332,"These dreary years of ineffective fighting provide obvious morals for those who are judges
long after the event. It seems obvious that, though the longbows of yeomen could
pierce the plate and most of French knights, a brilliant battle was no substitute for a sound
policy, and that, if arches had no target, campaigns became more unending route
unrohes.",,3194.6139335632324,3279.3731689453125,,,,2025-12-30T20:26:00.235660
iam_297_g01-022,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_297_g01-022/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_297_g01-022/printed.png,IAM_mini,"But none of these deductions were drawn at the time, because large-scale war required
money, and the citizens who had the money were not yet sufficiently at one with nobles
and King to think their money well spent in financing a ruling class which despised
them. The Commons were glad enough to enjoy the fruits of victory, they were not so
eager to advance the needs of dynastic or baronial wars or even to provide the means
for economic war, largely because it was not yet established that those who supplied
means should also have control of ends.","BUT NONE OF THESE
DEDUCTIONS
WERE
DRAWN AT THE TIME, BECAUSE LARGE-
SCALE
WAR REQUIRED MONEY, AND
THE
CITIZENS WHO HAD THE MONEY
WERE NOT YET SUFFICIENTLY AT
ONE WITH NOBLES AND KING TO THINK
THEIR MONEY WELL SPENT IN FIN-
ANCING A RULING CLASS WHICH
DESPISED THEM. THE COMMONS WERE
GLAD
ENOUGH TO ENJOY THE
FRUITS",,4779.238939285278,2678.6718368530273,,,,2025-12-30T19:07:25.425966,"But none of these deductions were drawn at the time, because large-scale war required
money, and the citizens who had the money were not yet sufficiently at one with nobles
and King to think their money well spent in financing a ruling class which despised
them. The Commons were glad enough to enjoy the fruits of war, and to have them
in the interests of the country.",,1571.936845779419,2827.726125717163,,,,2025-12-30T20:00:30.408326
iam_298_g01-031,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_298_g01-031/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_298_g01-031/printed.png,IAM_mini,"Social service as a function of government was quite alien to mediaeval thought - its
substitute was the mutual self-help of communities, whether those communities were
monasteries, manors, townships, or wards and guilds of a city. A mediaeval tax was
therefore in essence a forced payment whose return was the uncertain bounty of booty
and the vague advantages of military glory; it was therefore always granted grudgingly
and coupled with the vain hope that, in the words of Parliament after Parliament,
the King might 'live of his own resources and carry on his war'.","Social service as a function of government
was quite alien to mediaeval thought - its
substitute was the mutuel "" self - help of
communities, wether
those
communities were
monasteries , manors , townships , or words and
guilds of a city . A mediaeval tax was
therefore in essence a forced payment whose
return was the
uncertain bour
of booty
and the vague advantages of military glory ;
therefore always granted grudgingly
it was
and
coupled with the vain hope that , in the",,2494.5948123931885,2657.2530269622803,,,,2025-12-30T19:50:57.748225,"Social service as a function of government was quite alien to mediaeval thought - its
substitute was the mutual self-help of communities, whether those communities were
monasteries, manors, townships, or wards and guilds of a city. A mediaeval tax was
therefore in essence a forced payment whose return was the uncertain bounty of booty
and the vague advantages of military glory; it was therefore always granted grudgingly
and coupled with the vain hope that, in the words of Parliament after Parliament,
the King might 'live of his own resources and carry on his war'.",,2020.9760665893555,2585.0000381469727,,,,2025-12-30T20:32:25.568514
iam_300_g01-070,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_300_g01-070/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_300_g01-070/printed.png,IAM_mini,"Again the resentment was widespread and the results disappointing - a tax estimated
to yield 50,000 in fact raised only 27,000. In the following year, 1380, the last and
most notorious third poll-tax was agreed by a Parliament which met at Northampton.
There were dark reasons for a meeting so far away from the capital in a town with
poor communications and not over supplied with hostelries and lodgings.","Again the resentment was widespread and
the results disappointing - a tax estimated
to yield 50,000 in fact raised only 27.000 .
In the following year , 1380 , the last and
most notorious third poll-fax was agreed
by a Parliament which met at Northampton .
There were dark reasons for a meeting so
far away from the capital in a town with
poor communications and not over supplied
with hostelvies and lodgings.",,2527.292013168335,4933.095932006836,,,,2025-12-30T19:39:27.323116,"Again the resentment was widespread and the results disappointing - a tax estimated
to yield 50,000 in fact raised only 27,000. In the following year, 1380, the last and
most notorious third poll-tax was agreed by a Parliament which met at Northampton.
There were dark reasons for a meeting so far away from the capital in a town with
poor communications and not over supplied with hostelries and lodgings.",,1977.9808521270752,2243.562936782837,,,,2025-12-30T20:24:04.769301
iam_301_g01-083,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_301_g01-083/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_301_g01-083/printed.png,IAM_mini,"A sum of 160,000 was demanded - a staggering figure to mediaeval eyes. It was deter-
mined that 100,000 was a fairer target, and the Parliament agreed to find two-thirds
of this sum providing the clergy supplied the remainder. The method of assessment
to which the Commons agreed was that of the first poll-tax. The manifest injustice of
this method had been to a certain degree corrected by the sliding scale of the second
poll-tax, but this lesson was ignored, and the injustice trebled in weight by a flat-rate
tax at treble the rate - every adult had to pay three groats, but this time an adult
was re-defined as anyone over fifteen.","A turn of 160,000 was demandet . a staggering
figure
to mediaeval eyes . It was determined that 100.000
was a fairer torget , and the Parliament agreed to find
two- thirds of this sen providing the clergy supplied
the remainder . The method of assesment to which the
Courons agreed was that of the first popp -tax . The manifest
injustice of this method had been to a certain degree
Corrected by the sliding sale of the second poll-tax ,
but this lesson was ignard , and the injustice trebled in
weight by a flat- rate tax atreble the rate -every adult
hat to pay three groats , but this time an adult was re-",,2952.8329372406006,2752.9642581939697,,,,2025-12-30T19:48:45.509851,"A sum of 160,000 was demanded - a staggering figure
to mediaeval eyes. It was determined that 100,000 was a fairer
target, and the Parliament agreed to find two-thirds of this sum providing
the clergy supplied the remainder. The method of assessment to which the
Cunions agreed was that of the first post-tax. The manifest injustice of this
method had been to a certain degree corrected by the sliding scale of the second
post-tax, but this lesson was ignored, and the injustice trebled in weight by a
flotrate tax atreble the rate - every adult had to pay three groats, but this
time an adult was removed from the table.",,2070.099115371704,3139.9059295654297,,,,2025-12-30T20:30:32.852895
iam_303_g02-059,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_303_g02-059/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_303_g02-059/printed.png,IAM_mini,"In Chapter Two he gauged the nature of the heart's movements from the dissection of
living animals, showing how these movements alternate with rests and are seen best
in cold animals or in flagging warmer ones. At the time of its movement the heart
becomes generally constricted, its walls thicken, its ventricles decrease in volume and
it expels its content of blood, appearing paler in so doing in animals such as serpents,
frogs, and the like.","In Chapter Two he gauged the nature of the heart's movements
from the dissection of living animals , showing how these move -
ments alternate with rests and are seen best in cold animals
or in flagging warmer ones . At the time of its movement
the heart becomes generally constructed , its walls thicken ,
its ventricles decrease in volume and it expels its
content of blood , appearing pater in so doing in animals
such as serpents, frogs, and the like.",,2498.9418983459473,2590.665817260742,,,,2025-12-30T19:49:45.902065,"In Chapter Two he gauged the nature of the heart's movements from the dissection of
living animals, showing how these movements alternate with rests and are seen best
in cold animals or in flagging warmer ones. At the time of its movement the heart
becomes generally constricted, its walls thicken, its ventricles decrease in volume and
it expels its content of blood, appearing paler in so doing in animals such as serpents,
frogs, and the like.",,2170.1018810272217,3195.2598094940186,,,,2025-12-30T20:31:27.545815
iam_309_g03-004,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_309_g03-004/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_309_g03-004/printed.png,IAM_mini,"When eventually the ovens were fixed at the new shop, the tremendously hard work
was if anything intensified. George used to mix 100 stone of bread in 12 hours, and
Kate served in the shop, which was open from 8 o'clock in the morning to 12 o'clock
at night. At that time pastries and buns were sold at 32 pieces for one shilling.","When eventually the ovens were fixed at the new shop , the tremen -
dously hard work was if anything intensified . George used to
mix 100 stone of bread in 12 hours , and Kate served in the
shop, which was open from 8 o'clock in the morning to
12 hours o clock at night. At that time pastries and buns
were sold at 32 pieces for one shilling.",,2570.9290504455566,4845.955848693848,,,,2025-12-30T19:46:12.721858,"When eventually the ovens were fixed at the new shop, the tremendously hard work
was if anything intensified. George used to mix 100 stone of bread in 12 hours, and
Kate served in the shop, which was open from 8 o'clock in the morning to 12 o'clock
at night. At that time pastries and buns were sold at 32 pieces for one shilling.",,2528.33890914917,1895.9598541259766,,,,2025-12-30T20:28:57.773238
